StdReturn,LossBefore,ExplainedVariance,MinReturn,Entropy,MeanKL,MaxKL,AveragePolicyStd,Time,Perplexity,ItrTime,LossAfter,AverageReturn,MaxReturn,NumTrajs,TotalExecTime
7380.20324923,0.00453901,0.803278057461,0.0,2.84233,0.0598554,0.367496,1.00326,8.748894929885864,17.1557,8.748899221420288,-0.00762615,3060.0,24100.0,20,8.673764944076538
13447.686604,-0.00879792,0.873248112379,0.0,2.84687,0.0160411,0.0468983,1.0058,17.478283643722534,17.2337,8.726718187332153,-0.0144423,22785.0,36600.0,20,8.67620849609375
15636.4669923,-0.0167137,0.883469051694,0.0,2.84247,0.0144747,0.0733162,1.00384,25.818020582199097,17.1581,8.335862636566162,-0.0215194,20970.0,36900.0,20,8.289393424987793
15361.7861917,-0.0149532,0.876410678086,0.0,2.83411,0.0996551,0.425995,0.999889,34.51517033576965,17.0153,8.691636562347412,-0.0414311,23095.0,36800.0,20,8.641409397125244
3483.73362931,-0.00218329,0.765186081965,18500.0,2.82664,0.31634,0.674619,0.996217,42.98910474777222,16.8886,8.469218730926514,-0.0634196,24860.0,32700.0,20,8.425333738327026
5673.11863088,0.000738729,0.496277392602,0.0,2.82554,0.220438,0.614548,0.995871,50.89236044883728,16.8701,7.898974418640137,-0.041775,13015.0,24000.0,20,7.839311838150024
8299.3072,-0.0057249,0.749530159556,300.0,2.82591,0.210352,0.50305,0.995944,58.83902406692505,16.8764,7.934733867645264,-0.0457998,23750.0,32600.0,20,7.900864839553833
