MaxReturn,LossBefore,Perplexity,LossAfter,Entropy,ItrTime,MeanKL,MinReturn,AveragePolicyStd,NumTrajs,AverageReturn,ExplainedVariance,MaxKL,StdReturn,Time,TotalExecTime
1500.0,-0.00509429,12.9461,-0.018272,2.5608,32.688910484313965,0.0703539,0.0,0.870797,20,215.0,0.125707944328,0.508013,416.263137931,32.68890166282654,32.459234952926636
6500.0,0.0179524,12.8804,-0.00486384,2.5557,32.59497332572937,0.0833358,1500.0,0.868578,20,3295.0,0.539178878869,0.143116,1485.75738262,65.29743766784668,32.358097076416016
37500.0,0.000858586,12.9965,-0.0892198,2.56468,33.60369801521301,0.392632,15800.0,0.872494,20,25200.0,0.510856377571,0.69997,4477.83429796,98.91349673271179,33.381343364715576
51800.0,0.00255036,13.0021,-0.00204691,2.56511,34.93816137313843,0.0102994,0.0,0.872638,20,46800.0,0.816706612475,0.0735286,12563.5186154,133.87287378311157,34.67245364189148
51900.0,-0.0131503,13.0187,-0.0153214,2.56638,34.86152744293213,0.0103178,49600.0,0.873205,20,51125.0,0.970151586579,0.0214915,523.330679399,168.76453161239624,34.685161113739014
51700.0,-0.0123316,12.9333,-0.0157631,2.55981,34.35799193382263,0.0120791,49500.0,0.87032,20,51055.0,0.970825223324,0.0645178,489.361829325,203.14936876296997,34.245720863342285
51900.0,-0.0146009,12.8538,-0.0197298,2.55364,31.28504204750061,0.0131544,48700.0,0.867676,20,50850.0,0.96596951042,0.0294211,833.366666,234.46911096572876,31.150818824768066
