StdReturn,ExplainedVariance,LossAfter,Perplexity,Entropy,AveragePolicyStd,LossBefore,NumTrajs,MaxReturn,AverageReturn,MinReturn,MeanKL,ItrTime,Time,TotalExecTime,MaxKL
97.4358763495,0.161955442837,-0.0221372,11.4353,2.4367,0.82843,0.0163669,40,400.0,52.5,0.0,0.257428,4.113897323608398,4.113884449005127,4.053112030029297,2.09472
125.598566871,0.772149952519,-0.0192435,11.624,2.45307,0.837328,-0.00429877,40,500.0,285.0,0.0,0.0166301,4.428248882293701,8.55247449874878,4.345626592636108,0.227911
137.02189606,0.775667621835,-0.0124792,11.599,2.45092,0.836631,0.00998885,40,700.0,335.0,0.0,0.108424,3.6023755073547363,12.160258531570435,3.5793263912200928,0.463564
98.710435112,0.822367189536,0.0127826,11.6571,2.45591,0.839435,0.034111,40,600.0,322.5,0.0,0.072928,3.6732211112976074,15.836442708969116,3.6455013751983643,0.411569
186.262583468,0.672102047148,-0.00604205,11.8576,2.47297,0.846697,0.00375674,40,1000.0,407.5,200.0,0.0140523,4.011461973190308,19.85155439376831,3.9778871536254883,0.0620576
345.832329316,0.541491661357,-0.0391876,11.8799,2.47485,0.8472,-0.00199207,40,1400.0,630.0,0.0,0.146047,4.02318811416626,23.881886959075928,3.985210418701172,0.983868
389.478818423,0.557154682727,-0.0648659,11.8681,2.47385,0.847285,-0.0424942,40,1600.0,932.5,0.0,0.065628,3.308129072189331,27.201088666915894,3.248938798904419,0.517723
