Perplexity,MinReturn,LossAfter,ExplainedVariance,MaxKL,StdReturn,AveragePolicyStd,AverageReturn,NumTrajs,ItrTime,Time,LossBefore,Entropy,MaxReturn,MeanKL,TotalExecTime
15.4937,0.0,-0.0290718,0.442838248982,1.17693,895.139653909,0.95435,1465.0,20,4.948898077011108,4.94889235496521,0.00944235,2.74043,3400.0,0.296371,4.881275177001953
15.6407,0.0,-0.0401646,0.759640507752,0.222878,5502.41765045,0.958759,15580.0,20,4.830005884170532,9.78335452079773,-0.0184032,2.74988,20300.0,0.0561202,4.757459878921509
15.4974,0.0,-0.00996437,0.852266837585,0.204108,4738.36469681,0.954055,19870.0,20,4.706503391265869,14.494715690612793,0.00263438,2.74067,22200.0,0.0422445,4.661821126937866
15.5178,18600.0,-0.0318792,0.973268237917,0.0897044,992.773891679,0.95476,21520.0,20,7.904819965362549,22.404613494873047,-0.0246306,2.74199,22800.0,0.0182827,7.847500562667847
15.3279,19100.0,-0.0264639,0.968625182473,0.432936,913.838060052,0.949196,21030.0,20,6.288450717926025,28.710761785507202,-0.00649348,2.72968,22600.0,0.0626055,6.2566986083984375
15.2782,20200.0,-0.0515086,0.980196867305,0.3063,746.642484727,0.947967,21905.0,20,4.867621183395386,33.58523392677307,-0.0312792,2.72643,22900.0,0.100657,4.828556060791016
15.0411,20100.0,-0.0298509,0.986029776818,2.03159,753.176606116,0.940575,21535.0,20,4.5780346393585205,38.16867804527283,0.00896971,2.71079,22600.0,0.109245,4.5377137660980225
