StdReturn,TotalExecTime,LossAfter,MaxKL,MinReturn,Time,AveragePolicyStd,ItrTime,LossBefore,Perplexity,MaxReturn,Entropy,MeanKL,NumTrajs,ExplainedVariance,AverageReturn
0.0,4.863554954528809,-0.0,0.0,0.0,4.925592422485352,1.03594,4.925601482391357,-0.0,18.3177,0.0,2.90787,0.0,40,1,0.0
0.0,5.472909212112427,-0.0,0.0,0.0,10.474082946777344,1.03594,5.541209936141968,-0.0,18.3177,0.0,2.90787,0.0,40,1,0.0
0.0,5.733131170272827,-0.0,0.0,0.0,16.265623807907104,1.03594,5.786550760269165,-0.0,18.3177,0.0,2.90787,0.0,40,1,0.0
0.0,6.026360511779785,-0.0,0.0,0.0,22.3513605594635,1.03594,6.077369451522827,-0.0,18.3177,0.0,2.90787,0.0,40,1,0.0
0.0,5.569847345352173,-0.0,0.0,0.0,28.00129199028015,1.03594,5.642282009124756,-0.0,18.3177,0.0,2.90787,0.0,40,1,0.0
0.0,5.248779058456421,-0.0,0.0,0.0,33.29548120498657,1.03594,5.284520149230957,-0.0,18.3177,0.0,2.90787,0.0,40,1,0.0
0.0,5.205388784408569,-0.0,0.0,0.0,38.5409038066864,1.03594,5.240658521652222,-0.0,18.3177,0.0,2.90787,0.0,40,1,0.0
