NumTrajs,MinReturn,TotalExecTime,ItrTime,MaxReturn,Perplexity,LossBefore,ExplainedVariance,LossAfter,AverageReturn,Time,MaxKL,StdReturn,AveragePolicyStd,MeanKL,Entropy
20,0.0,6.586615324020386,6.669183015823364,100.0,14.7277,0.00487905,0.120863456229,-0.0141813,15.0,6.6691789627075195,0.200818,35.7071421427,0.929406,0.0509879,2.68973
20,0.0,6.187758207321167,6.274374008178711,600.0,14.7997,0.0160307,0.318724945639,0.00851735,145.0,12.9506995677948,0.0283262,168.745370307,0.931376,0.00549935,2.69461
20,0.0,6.267252445220947,6.33286452293396,600.0,14.9188,-0.00894862,0.543492972189,-0.0143781,240.0,19.287249088287354,0.0417427,174.355957742,0.9352,0.00753189,2.70263
20,0.0,6.549470901489258,6.570676565170288,600.0,14.8522,0.00484909,0.784728185397,-0.00272388,365.0,25.86629581451416,0.0692206,123.592070943,0.933077,0.0133528,2.69815
20,300.0,6.4741880893707275,6.536028146743774,3100.0,14.8883,0.0117122,0.267600077991,0.00542565,775.0,32.406124114990234,0.0217398,689.836937254,0.934256,0.0137223,2.70057
20,500.0,6.391597747802734,6.453131437301636,4500.0,14.9757,0.0246327,0.139372484011,-0.00632052,1795.0,38.88035798072815,0.134231,1332.46951185,0.936976,0.0773728,2.70643
20,7200.0,6.347937822341919,6.397635221481323,16500.0,15.1613,-0.0373561,0.611235393195,-0.0779398,11560.0,45.28295159339905,0.20891,2766.47790521,0.94278,0.112412,2.71875
