MaxReturn,ItrTime,Perplexity,MeanKL,AverageReturn,ExplainedVariance,NumTrajs,Time,MaxKL,Entropy,AveragePolicyStd,LossAfter,TotalExecTime,StdReturn,LossBefore,MinReturn
300.0,8.15190839767456,11.7087,0.0540006,60.0,0.216631333,20,8.151905059814453,0.27477,2.46033,0.828509,0.00435188,8.092486143112183,101.980390272,0.0157653,0.0
400.0,7.99252462387085,11.8947,0.00560473,295.0,0.859703135115,20,16.146795511245728,0.0442868,2.4761,0.835297,-0.0127938,7.937330722808838,73.9932429347,-0.00594622,0.0
400.0,7.892707586288452,11.8594,0.0126272,320.0,0.897854174068,20,24.04312252998352,0.0665351,2.47312,0.834105,-0.0107257,7.848032236099243,50.9901951359,-0.00161425,200.0
400.0,8.140323877334595,11.8499,0.00627037,320.0,0.916425116112,20,32.18703269958496,0.0327748,2.47232,0.833814,-0.00490673,8.08577561378479,40.0,-0.00250391,300.0
400.0,7.903083801269531,11.835,0.0081158,310.0,0.856429595738,20,40.09636878967285,0.0378152,2.47106,0.833346,-0.000705671,7.872934341430664,83.0662386292,0.00319009,0.0
400.0,7.947883605957031,11.8539,0.0027349,325.0,0.91479172782,20,48.04917931556702,0.0401215,2.47266,0.834049,-0.0045483,7.886931896209717,43.3012701892,0.00124158,300.0
400.0,7.79627799987793,11.8613,0.0151937,320.0,0.814210628008,20,55.858707666397095,0.0640786,2.47328,0.834172,-0.0105337,7.76408314704895,116.619037897,-0.00576853,0.0
