AveragePolicyStd,AverageReturn,TotalExecTime,NumTrajs,Entropy,Perplexity,LossBefore,StdReturn,ExplainedVariance,ItrTime,MeanKL,Time,MaxReturn,MinReturn,LossAfter,MaxKL
0.805297,0.0,5.133790731430054,40,2.40341,11.0609,-0.0,0.0,1,5.198879957199097,0.0,5.198875665664673,0.0,0.0,-0.0,0.0
0.805297,22.5,4.919233322143555,40,2.40341,11.0609,0.0397589,90.7950989867,0.0686182468261,5.015299081802368,0.053003,10.218152523040771,500.0,0.0,0.0151572,1.28782
0.813145,27.5,4.641937732696533,40,2.42329,11.2829,0.0261752,70.6664701255,0.0235515049388,4.682754993438721,0.0409778,14.903139114379883,300.0,0.0,0.00999617,0.640835
0.818494,100.0,4.738182067871094,40,2.43638,11.4316,0.00917765,253.968501984,0.205693787261,4.769997835159302,0.0465891,19.67905306816101,1300.0,0.0,-0.015165,3.28212
0.820432,297.5,4.656126022338867,40,2.44097,11.4841,0.00508561,481.916745922,0.238477490445,4.691516637802124,0.0429571,24.381335020065308,2400.0,0.0,-0.0159288,17.4195
0.821608,652.5,4.650929927825928,40,2.44351,11.5134,0.0164647,611.550284114,0.308076717216,4.681695938110352,0.0220799,29.07190728187561,3100.0,0.0,0.000851564,0.160007
0.825056,1180.0,4.883375644683838,40,2.45174,11.6086,-0.017676,835.523787812,0.368829857803,4.925694465637207,0.117256,34.00593113899231,4500.0,300.0,-0.0646332,0.895643
