LossAfter,AveragePolicyStd,ItrTime,AverageReturn,LossBefore,TotalExecTime,MeanKL,Perplexity,ExplainedVariance,MaxKL,MaxReturn,MinReturn,Entropy,NumTrajs,Time,StdReturn
-0.0,1.00568,16.30187153816223,0.0,-0.0,16.04336953163147,0.0,17.2706,1,0.0,0.0,0.0,2.849,20,16.301865577697754,0.0
2.57062,1.00568,16.535914659500122,50.0,-0.0137678,16.35879945755005,18.4656,17.2706,0.0970343903476,1751.51,1000.0,0.0,2.849,20,32.8527946472168,217.944947177
-0.0374236,1.00222,17.042542934417725,10.0,-0.0244433,16.843630075454712,0.217413,17.1521,0.173313801552,20.332,200.0,0.0,2.84212,20,49.90254998207092,43.5889894354
-0.00256046,0.996105,17.485090732574463,10.0,-0.00123642,17.27942395210266,0.000820503,16.9437,0.114978900679,0.106148,200.0,0.0,2.8299,20,67.41807746887207,43.5889894354
-0.0,0.995753,16.126362800598145,0.0,-0.0,15.980871200561523,0.0,16.9333,1,0.0,0.0,0.0,2.82928,20,83.55860829353333,0.0
-0.0908847,0.995753,18.921993732452393,15.0,0.00390917,18.74964690208435,2.46252,16.9333,0.0720184176462,262.641,300.0,0.0,2.82928,20,102.51411724090576,65.3834841531
-0.0,0.996758,18.169756412506104,0.0,-0.0,18.04491925239563,0.0,16.9664,1,0.0,0.0,0.0,2.83123,20,120.71859550476074,0.0
