Entropy,LossBefore,MinReturn,NumTrajs,TotalExecTime,ItrTime,MeanKL,AverageReturn,AveragePolicyStd,MaxReturn,StdReturn,ExplainedVariance,LossAfter,Time,Perplexity,MaxKL
2.7007,-0.0,0.0,20,10.869204759597778,10.952147483825684,0.0,0.0,0.935103,0.0,0.0,1,-0.0,10.952142238616943,14.8902,0.0
2.7007,-0.0,0.0,20,10.757615566253662,10.850081205368042,0.0,0.0,0.935103,0.0,0.0,1,-0.0,21.80860710144043,14.8902,0.0
2.7007,-0.0,0.0,20,10.718274116516113,10.769859552383423,0.0,0.0,0.935103,0.0,0.0,1,-0.0,32.582462549209595,14.8902,0.0
2.7007,-0.0,0.0,20,10.89627742767334,10.979711055755615,0.0,0.0,0.935103,0.0,0.0,1,-0.0,43.569546699523926,14.8902,0.0
2.7007,-0.0,0.0,20,10.599756002426147,10.708550930023193,0.0,0.0,0.935103,0.0,0.0,1,-0.0,54.29127073287964,14.8902,0.0
2.7007,-0.0,0.0,20,10.875984907150269,10.913029432296753,0.0,0.0,0.935103,0.0,0.0,1,-0.0,65.21122288703918,14.8902,0.0
2.7007,-0.0,0.0,20,10.78770661354065,10.867502212524414,0.0,0.0,0.935103,0.0,0.0,1,-0.0,76.08299589157104,14.8902,0.0
