LossBefore,MinReturn,ItrTime,Time,Entropy,TotalExecTime,AveragePolicyStd,AverageReturn,StdReturn,MaxKL,ExplainedVariance,MeanKL,Perplexity,MaxReturn,LossAfter,NumTrajs
-0.00361136,3200.0,8.575478553771973,8.575476169586182,2.45436,8.50447964668274,0.827472,6575.0,2568.43824142,1.76466,0.249772456724,0.569615,11.639,12700.0,-0.0825196,20
-0.0190894,0.0,8.078992366790771,16.657561779022217,2.45075,8.024904012680054,0.825991,26920.0,17643.3160149,0.0550863,0.874636283063,0.00635294,11.597,40100.0,-0.0231355,20
-0.016661,35700.0,8.04814624786377,24.70979881286621,2.4412,8.014585971832275,0.82204,37920.0,1140.0,0.109375,0.970596522586,0.0563015,11.4869,39700.0,-0.0325751,20
-0.00131921,0.0,8.328451156616211,33.046897172927856,2.43287,8.296292543411255,0.818593,25010.0,18375.9598389,0.0436328,0.870290709774,0.00632403,11.3916,40700.0,-0.0045663,20
-0.00367852,0.0,7.769493103027344,40.82074236869812,2.43221,7.721713066101074,0.818505,26940.0,17651.3568884,0.0405863,0.867656639074,0.00602427,11.3841,40300.0,-0.00655499,20
-0.00208988,0.0,7.902851581573486,48.75257349014282,2.43038,7.867345571517944,0.818137,29040.0,16777.6756435,0.0123281,0.866748022533,0.00138883,11.3631,40500.0,-0.00335368,20
0.00235462,0.0,8.225610256195068,56.98292803764343,2.42933,8.173354148864746,0.817646,35070.0,11712.6470108,0.105118,0.87740701763,0.00695079,11.3513,40800.0,-0.00327872,20
