MaxKL,NumTrajs,MinReturn,LossAfter,ItrTime,Time,AveragePolicyStd,AverageReturn,Entropy,MeanKL,MaxReturn,ExplainedVariance,StdReturn,LossBefore,TotalExecTime,Perplexity
17.0883,40,0.0,-0.0998471,5.065980911254883,5.065978050231934,0.805297,515.0,2.40341,0.956959,1600.0,0.168219495094,418.658572109,0.0359552,5.00566554069519,11.0609
4.9722,40,2700.0,-0.0691702,4.781510591506958,9.849822044372559,0.819367,5125.0,2.43937,0.0416505,7000.0,0.822286229692,921.344126806,-0.0405964,4.717016696929932,11.4658
1.08539,40,0.0,-0.0492391,4.8513100147247314,14.704047441482544,0.811151,5280.0,2.41907,0.0169139,7600.0,0.765393333226,1379.1664149,-0.0346545,4.8068528175354,11.2354
3.18291,40,3300.0,-0.0981266,4.781010150909424,19.492849349975586,0.804141,5830.0,2.40174,0.0288739,7500.0,0.866233990949,968.813707583,-0.0752472,4.744386196136475,11.0424
0.937898,40,2800.0,-0.0705256,4.85478949546814,24.354535341262817,0.789122,6147.5,2.36412,0.0357336,7700.0,0.864755527206,1079.34876199,-0.0424174,4.791751146316528,10.6347
4.02714,40,3700.0,-0.0671982,4.737429618835449,29.11232900619507,0.780768,6085.0,2.34291,0.0345527,7600.0,0.896746234135,951.196614796,-0.0490867,4.687088966369629,10.4115
2.11578,40,4200.0,-0.0948789,4.773518800735474,33.89610457420349,0.771244,6412.5,2.31837,0.184602,7800.0,0.906471055526,849.172391214,-0.0426044,4.735567569732666,10.1591
