MeanKL,TotalExecTime,LossBefore,Time,MaxReturn,MinReturn,AverageReturn,AveragePolicyStd,ItrTime,NumTrajs,ExplainedVariance,Entropy,StdReturn,LossAfter,Perplexity,MaxKL
0.585241,14.246451616287231,0.0265435,14.550015926361084,5800.0,200.0,3075.0,0.87453,14.550022602081299,20,0.142085723077,2.56857,1664.59454523,-0.0683955,13.0471,1.3558
0.223497,14.073416233062744,-0.0041506,28.73319149017334,20500.0,13100.0,16435.0,0.886466,14.151473760604858,20,0.805637872556,2.59511,1902.96479211,-0.0572867,13.3981,0.436629
0.249481,12.071730613708496,-0.0418701,40.85027885437012,21100.0,17700.0,19925.0,0.885496,12.101398944854736,20,0.960805324966,2.59304,1023.65765762,-0.120295,13.3703,0.833692
0.0563305,13.120742082595825,-0.00268044,54.018776416778564,21700.0,17500.0,20175.0,0.87605,13.161980867385864,20,0.961855018676,2.5721,1062.95578459,-0.0185903,13.0933,0.125153
0.018224,13.2952561378479,-0.0283376,67.52906274795532,21600.0,20800.0,21120.0,0.875382,13.50719165802002,20,0.992755937813,2.57076,233.666428911,-0.0366389,13.0758,0.0855753
0.0345153,13.339153528213501,-0.00468061,81.08126616477966,21600.0,20900.0,21195.0,0.869236,13.540285587310791,20,0.993319409286,2.55659,213.248681121,-0.0132788,12.8918,0.0979953
0.044376,13.358107328414917,0.00178872,94.578134059906,21800.0,20800.0,21270.0,0.868161,13.488075733184814,20,0.993464802396,2.55425,238.956062907,-0.00636108,12.8617,0.106354
