MeanKL,NumTrajs,Perplexity,MaxReturn,LossAfter,AverageReturn,Time,TotalExecTime,MaxKL,ItrTime,StdReturn,MinReturn,ExplainedVariance,AveragePolicyStd,Entropy,LossBefore
0.0,20,17.2706,0.0,-0.0,0.0,13.285040378570557,13.136476516723633,0.0,13.285045623779297,0.0,0.0,1,1.00568,2.849,-0.0
11.0598,20,17.2706,300.0,1.22222,15.0,26.874366998672485,13.456167459487915,1064.82,13.578590154647827,65.3834841531,0.0,0.119913396351,1.00568,2.849,-0.0120161
0.0,20,17.1671,0.0,-0.0,0.0,40.7698290348053,13.747674465179443,0.0,13.891603469848633,0.0,0.0,1,1.00269,2.84299,-0.0
0.0,20,17.1671,0.0,-0.0,0.0,53.763598918914795,12.787814855575562,0.0,12.983576774597168,0.0,0.0,1,1.00269,2.84299,-0.0
12.3897,20,17.1671,300.0,0.833688,15.0,65.85125255584717,11.981072425842285,789.076,12.064440965652466,65.3834841531,0.0,0.0933321820409,1.00269,2.84299,0.0162533
1.34236,20,17.3072,300.0,0.0252143,15.0,78.5583918094635,12.611009120941162,154.761,12.70267653465271,65.3834841531,0.0,0.105902414624,1.00675,2.85112,-0.00115075
0.0,20,17.2972,0.0,-0.0,0.0,89.80205917358398,11.185123682022095,0.0,11.236239910125732,0.0,0.0,1,1.00651,2.85055,-0.0
