MaxReturn,TotalExecTime,ExplainedVariance,ItrTime,NumTrajs,MinReturn,Entropy,Perplexity,AverageReturn,StdReturn,MaxKL,LossBefore,LossAfter,AveragePolicyStd,MeanKL,Time
0.0,17.723207712173462,1,18.099189281463623,20,0.0,2.849,17.2706,0.0,0.0,0.0,-0.0,-0.0,1.00568,0.0,18.099179983139038
800.0,16.48911690711975,0.0927366306125,16.73654532432556,20,0.0,2.849,17.2706,40.0,174.355957742,1784.8,-0.0138459,2.64344,1.00568,18.8343,34.85174608230591
0.0,16.36152458190918,1,16.574467658996582,20,0.0,2.84208,17.1514,0.0,0.0,0.0,-0.0,-0.0,1.00219,0.0,51.45249652862549
1000.0,17.437347412109375,0.283376364702,17.68705177307129,20,0.0,2.84208,17.1514,75.0,238.484800354,16.5802,0.0319651,0.0328037,1.00219,0.145594,69.16598439216614
300.0,15.961008310317993,0.0796802061509,16.106356143951416,20,0.0,2.85806,17.4277,15.0,65.3834841531,17.84,-0.00736896,-0.0122893,1.01023,0.178507,85.28514432907104
600.0,16.147902965545654,0.267853938699,16.37609362602234,20,0.0,2.85438,17.3636,90.0,154.596248337,661.357,0.00861061,-0.128168,1.00833,6.15595,101.68076372146606
0.0,16.830525636672974,1,17.038075923919678,20,0.0,2.85868,17.4386,0.0,0.0,0.0,-0.0,-0.0,1.01051,0.0,118.74941921234131
