AverageReturn,MeanKL,AveragePolicyStd,Entropy,LossBefore,StdReturn,TotalExecTime,Perplexity,Time,ExplainedVariance,MinReturn,ItrTime,MaxKL,NumTrajs,MaxReturn,LossAfter
310.0,0.0638792,0.949513,2.73374,0.0160219,511.761663277,9.06177806854248,15.3903,9.138321161270142,0.171609463434,0.0,9.138325691223145,0.451911,20,2400.0,0.00286492
1155.0,0.117806,0.956969,2.74976,-0.0150304,1433.34399221,8.853920459747314,15.6389,18.12722659111023,0.414120103816,0.0,8.984836101531982,0.792721,20,5400.0,-0.0525975
4180.0,0.00926168,0.95335,2.74224,-0.000122405,4799.85416445,8.844147682189941,15.5218,27.036966562271118,0.468829453802,400.0,8.905730485916138,0.0736789,20,16800.0,-0.0053394
5815.0,0.0792358,0.953333,2.74218,-0.0225688,5468.38870235,9.27515959739685,15.5208,36.3805046081543,0.433513029391,400.0,9.338214635848999,0.279988,20,18400.0,-0.0357676
6410.0,0.0237711,0.947985,2.7309,-0.014505,5167.67839557,9.537128210067749,15.3467,45.9727885723114,0.45632383235,300.0,9.57308292388916,0.133671,20,16500.0,-0.024293
7225.0,0.0362678,0.944516,2.72365,0.0131115,6501.60557093,8.904630184173584,15.2358,54.93662357330322,0.361429941112,0.0,8.952737092971802,0.212453,20,18700.0,-0.000238258
14610.0,0.0144131,0.947659,2.7302,-0.00176084,5686.73016768,8.755364894866943,15.336,63.741907358169556,0.702173794646,300.0,8.80077576637268,0.148504,20,21000.0,-0.00850901
