LossBefore,dLoss,1AveragePolicyStd,ItrTime,0Perplexity,0PolicyExecTime,0ProcessExecTime,1ProcessExecTime,Time,0AverageReturn,1StdReturn,0EnvExecTime,0NumTrajs,1AverageReturn,1ExplainedVariance,1MinReturn,MeanKLBefore,0MinReturn,1Entropy,LossAfter,1Perplexity,0StdReturn,0AveragePolicyStd,1NumTrajs,MeanKL,0MaxReturn,0ExplainedVariance,1EnvExecTime,1PolicyExecTime,ComputeUpdatedDistTime,0Entropy,1MaxReturn
-1.83354131877e-09,0.00344626096194,0.62997,78.39510440826416,6.77176,15.680469036102295,0.6644084453582764,0.632429838180542,4755.625904083252,288.833333333,1151.02369895,17.487293243408203,1200,663.333333333,0.327730654123,0.0,0.0,0.0,1.91284,-0.00344626279548,6.77232,627.767450751,0.629985,1200,0.00671990495175,2400.0,0.0656632388588,17.103438138961792,23.538515329360962,0.08371615409851074,1.91276,3000.0
2.21189111471e-09,0.00364085810725,0.622846,78.83284640312195,6.62631,15.776478290557861,0.6560313701629639,0.6268486976623535,4836.616681814194,294.916666667,1161.51909333,17.47744131088257,1200,669.75,0.336156526402,0.0,-7.4505774883e-09,0.0,1.88976,-0.00364085589536,6.61779,624.859311943,0.623306,1200,0.00992039870471,2400.0,0.0682277036848,17.011971473693848,24.106323719024658,0.0835273265838623,1.89105,3000.0
3.25962901115e-09,0.0035418975167,0.627925,78.11038136482239,6.73067,15.823264122009277,0.6617178916931152,0.6290543079376221,4916.473609209061,323.416666667,1161.93803621,17.532193899154663,1200,670.0,0.311797461545,0.0,0.0,0.0,1.90642,-0.00354189425707,6.72893,650.3153028,0.628024,1200,0.00666451035067,2300.0,0.0655875101934,17.034393310546875,23.275239944458008,0.07709884643554688,1.90668,3000.0
-1.04773789644e-09,0.00310411385726,0.624161,78.42994713783264,6.64179,15.801928281784058,0.6543781757354736,0.6248221397399902,4997.089411497116,313.666666667,1161.61668651,17.40662121772766,1200,669.916666667,0.313769450932,0.0,-7.4505774883e-09,0.0,1.89436,-0.003104114905,6.64832,642.596209831,0.623878,1200,0.00644691567868,2400.0,0.0710775781915,17.189627647399902,23.486995935440063,0.07336854934692383,1.89338,3000.0
-3.84170562029e-09,0.00305439915974,0.616925,79.00091361999512,6.49324,15.916116952896118,0.6636278629302979,0.626929759979248,5078.3200306892395,290.833333333,1158.92333895,17.6639666557312,1200,668.166666667,0.316332849169,0.0,0.0,0.0,1.87026,-0.00305440300144,6.48998,626.165025284,0.617116,1200,0.00789129547775,2400.0,0.0699655076581,17.16609001159668,23.689526557922363,0.10015678405761719,1.87076,3000.0
3.25962901115e-09,0.00347517128102,0.61432,77.50751900672913,6.43397,15.657428741455078,0.657118558883667,0.612602949142456,5158.020505428314,311.583333333,1156.42167194,17.36241388320923,1200,666.5,0.311846122522,0.0,0.0,0.0,1.86063,-0.0034751680214,6.42778,636.205543088,0.61464,1200,0.00742867030203,2500.0,0.0631350672668,16.808056116104126,23.206398010253906,0.08584952354431152,1.86159,3000.0
8.14907252789e-10,0.00338047568221,0.609114,78.95413589477539,6.32859,15.867959976196289,0.6782243251800537,0.6208345890045166,5239.045234441757,328.916666667,1158.14576119,17.82943844795227,1200,667.75,0.330527531361,0.0,0.0,0.0,1.84427,-0.0033804748673,6.32349,656.154575073,0.609398,1200,0.00762707693502,2300.0,0.0627789186118,17.223177909851074,23.512393951416016,0.07605218887329102,1.84508,2900.0
3.84170562029e-09,0.00292944849934,0.606405,78.00875759124756,6.30289,15.928668022155762,0.6721634864807129,0.6076867580413818,5319.0963542461395,313.75,1165.58653571,17.607811212539673,1200,672.166666667,0.324608268783,0.0,0.0,0.0,1.83591,-0.00292944465764,6.27081,648.011782943,0.607995,1200,0.0067810928449,2300.0,0.0682930511707,16.880258083343506,23.100467443466187,0.07759261131286621,1.84101,2900.0
-5.82076609135e-10,0.00334054336417,0.605226,79.3323347568512,6.24777,15.886933088302612,0.6659884452819824,0.6380195617675781,5400.150068759918,301.25,1166.6186627,17.537393808364868,1200,672.75,0.327804239965,0.0,0.0,0.0,1.83249,-0.00334054394625,6.24942,643.731391317,0.605166,1200,0.00664653163403,2400.0,0.073544208725,17.291070699691772,23.350778341293335,0.1195683479309082,1.83222,2900.0
2.09547579288e-09,0.00356405926868,0.605274,77.65529608726501,6.2577,15.717041015625,0.6721236705780029,0.610584020614624,5480.045082807541,307.25,1157.48020141,17.484435558319092,1200,667.5,0.325476982525,0.0,0.0,0.0,1.83214,-0.00356405717321,6.24727,635.680032852,0.605779,1200,0.00685237674043,2400.0,0.0617921845248,16.859915733337402,23.136359930038452,0.07066059112548828,1.83381,2900.0
-4.07453626394e-10,0.00304028118262,0.602673,77.59587478637695,6.21447,15.777616739273071,0.6634533405303955,0.6186535358428955,5560.047385931015,328.333333333,1159.28472919,17.412525415420532,1200,668.5,0.326383193805,0.0,2.23517382381e-08,0.0,1.82318,-0.00304028159007,6.19149,656.021256431,0.603837,1200,0.00664409063756,2400.0,0.082918156111,16.842687129974365,23.124358415603638,0.0790402889251709,1.82688,2900.0
8.73114913702e-10,0.00298000656767,0.60028,76.54657340049744,6.16036,15.403467178344727,0.646897554397583,0.5964961051940918,5638.526075363159,313.666666667,1165.74937451,17.008503675460815,1200,672.25,0.333483571167,0.0,0.0,0.0,1.81487,-0.00298000569455,6.14025,639.554445602,0.601309,1200,0.00695306435227,2400.0,0.0715869621016,16.58122229576111,23.073983192443848,0.07943081855773926,1.81813,3000.0
-1.39698386192e-09,0.00360285281204,0.601853,77.64604425430298,6.18995,15.918362379074097,0.6448931694030762,0.6003272533416748,5717.740016698837,327.5,1150.89274225,17.531923055648804,1200,662.75,0.306842905349,0.0,0.0,0.0,1.82026,-0.00360285420902,6.17346,662.628918274,0.602711,1200,0.00835606921464,2500.0,0.0680632744544,16.609878540039062,23.086989879608154,0.08535575866699219,1.82293,3000.0
3.95812094212e-09,0.00372204673477,0.600916,76.8421859741211,6.17221,15.69723892211914,0.6420626640319824,0.5808205604553223,5796.527769327164,337.083333333,1169.37468748,17.473017692565918,1200,674.416666667,0.313897736441,0.0,0.0,0.0,1.81733,-0.00372204277664,6.1554,667.807227466,0.601755,1200,0.00887220725417,2500.0,0.0652696442342,16.520050764083862,22.700491666793823,0.0803532600402832,1.82006,3000.0
1.22236087918e-09,0.00327648437815,0.602894,77.92926120758057,6.19369,15.564089059829712,0.6427109241485596,0.6015148162841797,5876.642246246338,297.333333333,1149.37934943,17.358554124832153,1200,662.666666667,0.313598935979,0.0,0.0,0.0,1.82461,-0.00327648315579,6.2004,623.051273082,0.602595,1200,0.00712645798922,2200.0,0.0578113127835,16.703598499298096,23.099431037902832,0.10074806213378906,1.82353,2900.0
-2.32830643654e-09,0.00348979351111,0.605175,77.05456066131592,6.23961,14.79482626914978,0.6405797004699707,0.6043264865875244,5955.752414703369,328.75,1162.15173696,17.266578674316406,1200,670.083333333,0.329234601227,0.0,0.0,0.0,1.83165,-0.00348979583941,6.24421,653.196068701,0.604987,1200,0.00992786791176,2400.0,0.0599924796789,16.787124633789062,23.783846139907837,0.07692360877990723,1.83092,3000.0
2.09547579288e-09,0.00288359541446,0.599961,78.82812738418579,6.15851,15.089372873306274,0.6700031757354736,0.6192262172698975,6036.426025152206,319.833333333,1162.70363808,17.856379985809326,1200,670.5,0.321051555469,0.0,0.0,0.0,1.81402,-0.00288359331898,6.13503,645.670172938,0.601162,1200,0.00703126657754,2400.0,0.059850533845,17.07660436630249,24.2914776802063,0.08269739151000977,1.81784,3000.0
0.0,0.00383293698542,0.602349,76.9002857208252,6.17825,14.55260157585144,0.631075382232666,0.6163489818572998,6114.893835306168,329.833333333,1160.93486036,16.985162496566772,1200,669.5,0.304131093503,0.0,0.0,0.0,1.8204,-0.00383293698542,6.17435,660.991658209,0.602607,1200,0.00962763559073,2300.0,0.0667491241574,17.065021753311157,23.915120363235474,0.09996914863586426,1.82104,3000.0
-1.86264514923e-09,0.0032867055852,0.599723,74.99011087417603,6.15834,14.357416152954102,0.6154532432556152,0.5939714908599854,6191.723021507263,322.5,1157.42039563,16.59423017501831,1200,667.166666667,0.319169148892,0.0,0.0,0.0,1.81155,-0.00328670744784,6.11995,657.122832252,0.601662,1200,0.00768862478435,2400.0,0.0688081166647,16.276918411254883,23.334752559661865,0.07705044746398926,1.81781,3000.0
-2.56113708019e-09,0.00363888731226,0.591972,74.59354281425476,5.97072,14.105407476425171,0.6091125011444092,0.587425708770752,6268.3643436431885,311.416666667,1162.80250246,15.824724435806274,1200,670.583333333,0.324717936371,0.0,0.0,0.0,1.78537,-0.0036388898734,5.96176,638.49666644,0.59253,1200,0.00951221399009,2300.0,0.0603828196198,16.061094284057617,24.252440690994263,0.08490490913391113,1.78687,2900.0
-2.32830643654e-10,0.00276001426391,0.601083,75.80014824867249,6.15857,14.520171403884888,0.6174449920654297,0.5816497802734375,6346.089978933334,318.666666667,1156.40366546,16.16464591026306,1200,666.75,0.311553523501,0.0,0.0,0.0,1.81679,-0.00276001449674,6.15208,645.821096658,0.601367,1200,0.00678003299981,2400.0,0.0684384307181,15.93839144706726,24.759559869766235,0.08275008201599121,1.81784,2900.0
1.16415321827e-09,0.00295067718253,0.597971,74.70151829719543,6.09607,14.112285137176514,0.601355791091919,0.596144437789917,6422.514189720154,326.5,1163.28527838,15.598438501358032,1200,670.833333333,0.311006299664,0.0,0.0,0.0,1.80653,-0.00295067601837,6.08928,653.947819019,0.598386,1200,0.00775417871773,2600.0,0.0655349205925,16.237576961517334,24.307687282562256,0.09441471099853516,1.80764,3000.0
9.31322574615e-10,0.00383590650745,0.589342,73.90997505187988,5.93115,14.817157983779907,0.5959887504577637,0.5836038589477539,6498.564316511154,327.166666667,1132.15791988,15.741479873657227,1200,651.333333333,0.276955528995,0.0,-2.23517382381e-08,0.0,1.7773,-0.00383590557612,5.91386,656.019795602,0.590271,1200,0.00905784871429,2300.0,0.0664538086748,15.885169982910156,23.068791151046753,0.08826565742492676,1.78022,3000.0
2.56113708019e-09,0.00345967314206,0.594618,74.32904267311096,6.03571,14.964926481246948,0.6016151905059814,0.5854785442352295,6575.041781663895,334.833333333,1159.29910578,15.731295585632324,1200,668.5,0.306035410574,0.0,0.0,0.0,1.79472,-0.00345967058092,6.0178,659.282417144,0.595602,1200,0.00730596901849,2400.0,0.0606417404733,16.002606630325317,23.162606477737427,0.08817338943481445,1.79769,3000.0
