AverageReturn,ExplainedVariance,TotalExecTime,Time,MaxReturn,MaxKL,LossBefore,Perplexity,AveragePolicyStd,Entropy,ItrTime,StdReturn,MinReturn,NumTrajs,MeanKL,LossAfter
225.0,0.656650577856,5.325712203979492,5.40071177482605,400.0,0.471667,0.0232979,15.2117,0.947542,2.72206,5.400716543197632,140.978721799,0.0,20,0.0352008,0.0107309
390.0,0.913261864604,5.563190460205078,11.020217180252075,600.0,0.443729,-0.0268744,15.5702,0.958066,2.74536,5.613106727600098,76.8114574787,300.0,20,0.0591638,-0.0470514
465.0,0.941329822701,5.4428606033325195,16.55132007598877,500.0,0.0307024,0.0166338,15.3624,0.95175,2.73192,5.525225877761841,47.6969600708,400.0,20,0.00363915,0.0138215
505.0,0.923153562221,5.265833139419556,21.87943959236145,700.0,0.326609,-0.0122313,15.4907,0.955517,2.74024,5.32231879234314,86.458082329,400.0,20,0.0185552,-0.0304679
585.0,0.923188739701,5.486983776092529,27.412228107452393,700.0,0.0506795,0.0191977,15.3962,0.953165,2.73412,5.523983955383301,72.6291952317,500.0,20,0.00503152,0.0138911
670.0,0.92915814186,5.821900367736816,33.27625322341919,800.0,0.0254786,-0.00514597,15.5447,0.957676,2.74372,5.856644868850708,71.4142842854,500.0,20,0.00311603,-0.0078043
600.0,0.928046335807,10.087690591812134,43.41975474357605,700.0,0.12911,0.00779351,15.5048,0.956769,2.74115,10.138489961624146,70.7106781187,500.0,20,0.0158735,-0.00362125
