LossBefore,NumTrajs,ItrTime,Perplexity,AveragePolicyStd,ExplainedVariance,Time,MinReturn,LossAfter,AverageReturn,Entropy,MaxReturn,StdReturn,MaxKL,MeanKL,TotalExecTime
-0.00827238,20,9.744354963302612,14.5788,0.92455,0.105314281979,9.744348526000977,0.0,-0.0169865,5.0,2.67957,100.0,21.7944947177,1.53766,0.0686737,9.664649963378906
-0.00991172,20,9.52542495727539,14.4586,0.920757,0.413505273169,19.274370670318604,0.0,-0.0324578,70.0,2.67129,400.0,141.774468788,0.909598,0.106807,9.416520833969116
0.00763257,20,9.48048186302185,14.3872,0.918476,0.506911008414,28.76376247406006,0.0,-0.0309873,500.0,2.66634,1400.0,308.220700148,4.3246,0.309232,9.426364421844482
0.0251026,20,9.465859174728394,14.4422,0.91999,0.192400648465,38.23605942726135,3600.0,-0.0540117,7735.0,2.67015,11700.0,2630.07129181,3.49645,0.564016,9.412806987762451
-0.0307748,20,9.611200332641602,14.6246,0.925698,0.935428600542,47.853148460388184,34500.0,-0.0427864,38905.0,2.6827,41600.0,1684.77743337,0.642524,0.039008,9.537282228469849
0.00286505,20,9.671245813369751,14.4013,0.918591,0.953696589459,57.53960561752319,36200.0,-0.0102091,40455.0,2.66732,43100.0,1787.0296584,0.751347,0.0851547,9.618618249893188
-0.00783982,20,9.675628900527954,14.4219,0.91924,0.945056899404,67.21871542930603,37000.0,-0.0627559,39940.0,2.66875,42600.0,1525.90956482,5.96407,0.634395,9.636894941329956
