MinReturn,MeanKL,Time,ExplainedVariance,MaxReturn,StdReturn,Entropy,LossAfter,ItrTime,AveragePolicyStd,MaxKL,TotalExecTime,Perplexity,NumTrajs,LossBefore,AverageReturn
100.0,1.36259,4.876909494400024,0.315489677451,2600.0,665.939186413,2.40341,-0.149237,4.876913785934448,0.805297,44.9777,4.794021844863892,11.0609,40,0.0109709,1245.0
2200.0,0.139079,9.583277702331543,0.797797098813,7300.0,1474.36215022,2.41438,-0.0948325,4.702724933624268,0.809247,0.906295,4.657411813735962,11.1829,40,-0.0452435,4977.5
4400.0,0.127256,14.216158628463745,0.894566847261,7800.0,713.28465566,2.39176,-0.11662,4.628659725189209,0.800163,5.37071,4.598398685455322,10.9327,40,-0.070239,5835.0
4000.0,0.0471137,19.03711175918579,0.896542168133,8000.0,909.034515296,2.35664,-0.0956868,4.8121678829193115,0.786182,0.651109,4.76954460144043,10.5554,40,-0.0688619,6437.5
500.0,0.0610248,23.81840467453003,0.875630682592,7600.0,1331.1437751,2.32221,-0.0674551,4.776049375534058,0.772797,1.33565,4.742896318435669,10.1982,40,-0.035111,6382.5
400.0,0.15465,28.68451476097107,0.887246170569,7700.0,1154.85659283,2.30466,-0.121429,4.860818147659302,0.76602,13.4728,4.814545392990112,10.0207,40,-0.0719569,6707.5
2800.0,0.111063,33.219194650650024,0.90074195592,8200.0,1098.39655863,2.26868,-0.0676379,4.52397346496582,0.752319,8.56275,4.491441249847412,9.6666,40,-0.0271198,6995.0
