MaxKL,NumTrajs,Time,StdReturn,LossAfter,ExplainedVariance,LossBefore,AverageReturn,Entropy,AveragePolicyStd,MaxReturn,TotalExecTime,MeanKL,ItrTime,Perplexity,MinReturn
0.0,40,6.241232872009277,0.0,-0.0,1,-0.0,0.0,1.73658,0.58088,0.0,6.121665954589844,0.0,6.241237640380859,5.67789,0.0
0.0,40,12.360584497451782,0.0,-0.0,1,-0.0,0.0,1.73658,0.58088,0.0,6.030254125595093,0.0,6.116012096405029,5.67789,0.0
0.0,40,20.292967557907104,0.0,-0.0,1,-0.0,0.0,1.73658,0.58088,0.0,7.874084949493408,0.0,7.929718732833862,5.67789,0.0
0.0,40,25.782036781311035,0.0,-0.0,1,-0.0,0.0,1.73658,0.58088,0.0,5.427265882492065,0.0,5.483235120773315,5.67789,0.0
0.225065,40,30.998470783233643,15.612494996,-0.0162297,0.0200460978789,0.000522993,2.5,1.73658,0.58088,100.0,5.145402669906616,0.0312574,5.204148292541504,5.67789,0.0
0.441149,40,36.25484895706177,30.0,-0.0380951,0.0939671477084,0.00613964,10.0,1.73684,0.5806,100.0,5.1765947341918945,0.0754515,5.247652053833008,5.67937,0.0
0.84733,40,41.545292377471924,48.4122918276,-0.0983822,0.305001617696,-0.0364147,37.5,1.73991,0.581186,100.0,5.186352968215942,0.151833,5.282247304916382,5.69683,0.0
