NumTrajs,StdReturn,ItrTime,AverageReturn,TotalExecTime,MinReturn,MaxKL,LossAfter,LossBefore,AveragePolicyStd,Time,MeanKL,ExplainedVariance,MaxReturn,Entropy,Perplexity
40,271.097307253,5.676952838897705,447.5,5.5768561363220215,0.0,3.82828,-0.147459,0.0103464,0.58088,5.676947832107544,1.61755,0.196184597838,1000.0,1.73658,5.67789
40,645.169551358,5.735790491104126,5602.5,5.676012277603149,3900.0,0.744253,-0.118988,-0.0425197,0.584414,11.41733193397522,0.264985,0.881552708041,6600.0,1.74693,5.73694
40,378.648913903,5.938820838928223,7325.0,5.860321283340454,6300.0,0.265341,-0.0687459,-0.0534533,0.577779,17.361732721328735,0.0293323,0.982097376912,8000.0,1.72567,5.61626
40,258.251331071,5.500096559524536,7532.5,5.467739105224609,7000.0,0.879932,-0.0984898,-0.0503382,0.569305,22.87035322189331,0.240298,0.98658156564,8100.0,1.69894,5.46814
40,281.957443597,6.909732103347778,7600.0,6.847309112548828,6900.0,0.380471,-0.0458217,-0.0262497,0.562264,29.785872220993042,0.018481,0.990329307041,8000.0,1.67377,5.33223
40,279.060925248,5.327617883682251,7625.0,5.261531591415405,6900.0,0.551088,-0.0613039,-0.0273655,0.558199,35.12375044822693,0.125909,0.99056461848,8200.0,1.66064,5.2627
40,228.459515013,6.0916666984558105,7732.5,6.035478830337524,7200.0,0.431868,-0.0383077,-0.0203518,0.554246,41.2300169467926,0.0720237,0.992322760948,8100.0,1.64696,5.19119
