LossAfter,Entropy,MinReturn,Perplexity,LossBefore,AveragePolicyStd,MaxKL,MaxReturn,StdReturn,AverageReturn,ExplainedVariance,TotalExecTime,MeanKL,ItrTime,NumTrajs,Time
-0.0,2.7007,0.0,14.8902,-0.0,0.935103,0.0,0.0,0.0,0.0,1,12.177047967910767,0.0,12.282632827758789,20,12.282626152038574
-0.0,2.7007,0.0,14.8902,-0.0,0.935103,0.0,0.0,0.0,0.0,1,12.255241632461548,0.0,12.337973356246948,20,24.62724781036377
-0.0,2.7007,0.0,14.8902,-0.0,0.935103,0.0,0.0,0.0,0.0,1,11.98573088645935,0.0,12.082823991775513,20,36.71564197540283
-0.0,2.7007,0.0,14.8902,-0.0,0.935103,0.0,0.0,0.0,0.0,1,12.31858229637146,0.0,12.41464352607727,20,49.13414549827576
-0.0,2.7007,0.0,14.8902,-0.0,0.935103,0.0,0.0,0.0,0.0,1,12.153847932815552,0.0,12.255373477935791,20,61.39404845237732
-0.0,2.7007,0.0,14.8902,-0.0,0.935103,0.0,0.0,0.0,0.0,1,12.05558443069458,0.0,12.126214981079102,20,73.52971386909485
-0.0,2.7007,0.0,14.8902,-0.0,0.935103,0.0,0.0,0.0,0.0,1,12.136435270309448,0.0,12.195927143096924,20,85.73743104934692
