MeanKL,MaxReturn,Time,Entropy,MinReturn,ItrTime,Perplexity,NumTrajs,TotalExecTime,ExplainedVariance,AverageReturn,LossAfter,MaxKL,AveragePolicyStd,StdReturn,LossBefore
0.0,0.0,11.429611682891846,2.56857,0.0,11.429616928100586,13.0471,20,11.318275451660156,1,0.0,-0.0,0.0,0.87453,0.0,-0.0
0.0447169,300.0,22.712435722351074,2.56857,0.0,11.278318166732788,13.0471,20,11.214558601379395,0.0561174756672,15.0,0.0191603,0.260881,0.87453,65.3834841531,0.0431686
0.0198284,300.0,34.696221351623535,2.59015,0.0,11.970942258834839,13.3318,20,11.800421237945557,0.60169828039,165.0,-0.0120474,0.235695,0.883826,110.792599031,9.3668e-05
0.00862746,2600.0,46.872891902923584,2.5902,200.0,12.148071527481079,13.3324,20,12.071971654891968,0.363109463467,985.0,-0.00427902,0.119154,0.883924,895.698051801,0.00406171
0.0494008,2400.0,59.08634877204895,2.59223,100.0,12.201425790786743,13.3596,20,12.08669376373291,0.49033331653,1110.0,-0.0264881,0.451335,0.884849,752.927619363,-0.00404339
0.00973418,4300.0,71.17103743553162,2.59021,600.0,12.079490423202515,13.3326,20,12.022208213806152,0.556875869801,2210.0,0.0186719,0.0755935,0.883913,968.452373635,0.0251269
0.0130455,4500.0,83.36016464233398,2.60277,1300.0,12.162308692932129,13.5011,20,11.993529081344604,0.464804718466,2770.0,0.00641708,0.0449917,0.889524,835.523787812,0.0142281
