StdReturn,NumTrajs,MeanKL,Perplexity,AveragePolicyStd,TotalExecTime,LossBefore,MaxKL,ExplainedVariance,MaxReturn,Entropy,LossAfter,AverageReturn,MinReturn,ItrTime,Time
1874.75165022,40,1.33613,11.0609,0.805297,4.937551259994507,-0.0235017,46.4617,0.761063949984,7900.0,2.40341,-0.219369,5267.5,2200.0,4.998535394668579,4.998532772064209
554.41410516,40,0.112458,10.8039,0.795588,4.975157260894775,-0.0537197,1.07073,0.954447903832,8100.0,2.37991,-0.0881937,6975.0,6100.0,5.06327223777771,10.084521770477295
621.369455316,40,0.435962,10.5176,0.784924,4.962189435958862,-0.00603138,3.15323,0.937305763633,8000.0,2.35305,-0.101984,6920.0,5300.0,4.998811483383179,15.08584213256836
898.04997077,40,0.773842,10.4859,0.783603,5.359008073806763,0.0116304,7.34538,0.838785408814,7600.0,2.35003,-0.163267,5772.5,3600.0,5.3961756229400635,20.48858141899109
963.37946833,40,0.719508,10.5471,0.785874,6.084945201873779,-0.00319457,3.85564,0.791070883964,6800.0,2.35585,-0.1385,5030.0,2200.0,6.1737635135650635,26.666556119918823
693.018758765,40,0.272706,10.5302,0.785219,5.264313697814941,-0.0468464,0.583185,0.904833964593,8300.0,2.35425,-0.108817,6385.0,4900.0,5.313754081726074,31.98565125465393
466.127664916,40,0.39822,10.2865,0.776063,4.981971502304077,-0.0512128,3.57263,0.962001643158,8200.0,2.33083,-0.124796,7365.0,6000.0,5.0234644412994385,37.014769554138184
