NumTrajs,TotalExecTime,AveragePolicyStd,MeanKL,MinReturn,Time,Perplexity,Entropy,MaxReturn,AverageReturn,MaxKL,LossBefore,StdReturn,LossAfter,ItrTime,ExplainedVariance
20,5.266970872879028,0.929406,0.0568682,0.0,5.344138860702515,14.7277,2.68973,1100.0,185.0,0.183055,0.000382669,345.362128787,-0.0147697,5.344142913818359,0.0740213319763
20,5.163264989852905,0.929771,0.0670851,500.0,10.564381122589111,14.7333,2.69011,9900.0,5165.0,0.131798,0.00342094,2392.33672379,-0.0259224,5.214388370513916,0.369214245107
20,5.083904266357422,0.930691,0.017535,6700.0,15.700392246246338,14.7586,2.69182,19800.0,14870.0,0.0257766,-0.025605,3130.99025869,-0.0337191,5.130373239517212,0.663638542602
20,4.990030765533447,0.924803,0.00995681,5900.0,20.76543927192688,14.5708,2.67902,19300.0,14690.0,0.0151187,-0.0252155,3612.18770276,-0.0303028,5.05462384223938,0.651672861057
20,10.226637601852417,0.918872,0.0183073,11600.0,31.033921003341675,14.3883,2.66641,18200.0,15095.0,0.0460851,-0.00283828,1763.37035248,-0.0108129,10.258232831954956,0.82033056828
20,4.796287298202515,0.918183,0.0299211,8800.0,35.86765766143799,14.3679,2.66499,20000.0,14750.0,0.0453086,-0.0404308,2687.09880726,-0.0530312,4.829923629760742,0.717452579574
20,4.8874287605285645,0.908873,0.079978,1500.0,40.81026887893677,14.0803,2.64478,17100.0,12525.0,0.132887,-0.0175307,4077.36127906,-0.0465165,4.937427520751953,0.646081652652
