AveragePolicyStd,MaxKL,MaxReturn,StdReturn,ItrTime,Time,Entropy,NumTrajs,LossBefore,MinReturn,TotalExecTime,Perplexity,MeanKL,AverageReturn,LossAfter,ExplainedVariance
0.805297,3.5189,500.0,148.323969742,4.893698692321777,4.893696546554565,2.40341,40,0.0196679,0.0,4.82660984992981,11.0609,0.218674,100.0,-0.0179219,0.0873783279899
0.813831,5.10045,2000.0,547.945024615,4.8742005825042725,9.772621154785156,2.42308,40,-0.0130792,0.0,4.79462194442749,11.2806,0.365319,897.5,-0.112096,0.270684630526
0.811443,4.58804,6700.0,1394.55189936,4.63613224029541,14.412367582321167,2.41654,40,-0.0316481,1300.0,4.585457801818848,11.207,0.159088,4635.0,-0.0805751,0.7256997258
0.80499,3.78063,7900.0,1027.66726133,4.757402420043945,19.181560039520264,2.40072,40,-0.026755,3200.0,4.723835706710815,11.0311,0.066919,6580.0,-0.0552037,0.915069407834
0.799444,1.13583,8200.0,787.142776121,4.778149366378784,23.964666843414307,2.38734,40,-0.0491809,4400.0,4.738487958908081,10.8845,0.0641804,7287.5,-0.0777024,0.956600280243
0.789732,2.87432,8200.0,764.444242571,4.861346483230591,28.830418348312378,2.36275,40,-0.0300704,3200.0,4.807851791381836,10.6201,0.0538808,7625.0,-0.0550573,0.958718665324
0.78371,5.01836,8200.0,1343.40751449,4.769262313842773,33.61000442504883,2.34771,40,-0.0343783,1600.0,4.718389272689819,10.4616,0.0910874,7422.5,-0.0697363,0.903135463191
