LossBefore,MinReturn,MaxKL,AveragePolicyStd,MeanKL,ItrTime,MaxReturn,ExplainedVariance,Time,AverageReturn,NumTrajs,StdReturn,Entropy,Perplexity,TotalExecTime,LossAfter
0.0256092,0.0,6.37603,0.805297,0.114226,5.088956117630005,300.0,0.0360946332269,5.087952136993408,10.0,40,48.9897948557,2.40341,11.0609,5.032802581787109,-0.0153368
-0.0300253,0.0,3.23742,0.81562,0.0489475,4.868908166885376,200.0,0.0282106363479,9.96193552017212,5.0,40,31.224989992,2.42902,11.3478,4.819986820220947,-0.0574657
0.00148759,0.0,0.136969,0.80954,0.015176,4.933761835098267,300.0,0.0447921926494,14.90203595161438,12.5,40,55.6214886532,2.41401,11.1787,4.8789591789245605,-0.0145952
0.0225093,0.0,0.518985,0.81001,0.0473486,5.126490354537964,400.0,0.103905974392,20.0328049659729,35.0,40,96.3068014213,2.41475,11.187,5.090332269668579,-0.00407602
0.00169901,0.0,1.48561,0.81477,0.0946941,4.922006845474243,600.0,0.224145096245,24.958763360977173,117.5,40,168.652749755,2.42601,11.3136,4.881380319595337,-0.0358362
0.0182565,0.0,13.8539,0.815321,0.142477,5.62584114074707,1200.0,0.33011609019,30.588610410690308,380.0,40,296.816441593,2.42686,11.3232,5.575418710708618,-0.0288912
-0.0235469,0.0,2.56869,0.819405,0.212623,5.713748931884766,3300.0,0.444223545825,36.30689525604248,1717.5,40,781.308997772,2.43598,11.4271,5.665179491043091,-0.0975455
