AveragePolicyStd,ItrTime,Perplexity,Time,StdReturn,ExplainedVariance,MaxReturn,MeanKL,TotalExecTime,MaxKL,NumTrajs,MinReturn,Entropy,LossBefore,LossAfter,AverageReturn
0.58088,6.172274351119995,5.67789,6.172271013259888,0.0,1,0.0,0.0,6.036829710006714,0.0,40,0.0,1.73658,-0.0,-0.0,0.0
0.58088,5.9653849601745605,5.67789,12.14208436012268,0.0,1,0.0,0.0,5.898853063583374,0.0,40,0.0,1.73658,-0.0,-0.0,0.0
0.58088,6.136558294296265,5.67789,18.28441548347473,0.0,1,0.0,0.0,6.08369779586792,0.0,40,0.0,1.73658,-0.0,-0.0,0.0
0.58088,6.174953937530518,5.67789,24.46732997894287,0.0,1,0.0,0.0,6.111858129501343,0.0,40,0.0,1.73658,-0.0,-0.0,0.0
0.58088,6.103290557861328,5.67789,30.585526704788208,0.0,1,0.0,0.0,6.053366661071777,0.0,40,0.0,1.73658,-0.0,-0.0,0.0
0.58088,6.1117706298828125,5.67789,36.70264649391174,0.0,1,0.0,0.0,6.075965166091919,0.0,40,0.0,1.73658,-0.0,-0.0,0.0
0.58088,6.903011083602905,5.67789,43.61574935913086,0.0,1,0.0,0.0,6.805630922317505,0.0,40,0.0,1.73658,-0.0,-0.0,0.0
