AveragePolicyStd,Entropy,NumTrajs,LossAfter,Time,MinReturn,StdReturn,AverageReturn,Perplexity,ItrTime,TotalExecTime,MaxKL,MeanKL,LossBefore,MaxReturn,ExplainedVariance
0.58088,1.73658,40,-0.169713,6.466886281967163,0.0,230.203714132,247.5,5.67789,6.466894149780273,6.392433166503906,3.60078,1.42583,0.0158322,900.0,0.13760937487
0.584662,1.75241,40,-0.0990163,12.5102379322052,5800.0,478.304296447,6815.0,5.76849,6.038810729980469,5.970299243927002,0.323479,0.16714,-0.0543295,7900.0,0.962838871425
0.576761,1.72525,40,-0.0639722,18.731032609939575,6900.0,291.965323283,7422.5,5.6139,6.2096030712127686,6.153231382369995,0.182321,0.0268139,-0.0454964,7900.0,0.988488564875
0.570056,1.7025,40,-0.0463092,26.004066467285156,6700.0,331.511689085,7540.0,5.48764,7.264662027359009,7.200671434402466,0.028244,0.007964,-0.039964,8100.0,0.98834888883
0.563992,1.68252,40,-0.0400847,32.147114753723145,6900.0,313.358819885,7632.5,5.37907,6.138136386871338,6.0211896896362305,0.400473,0.0305005,-0.0168551,8100.0,0.989830996039
0.561481,1.67409,40,-0.0220708,38.29670524597168,0.0,1231.21890824,7510.0,5.33393,6.144479036331177,6.0333592891693115,0.300853,0.0176918,-0.00880684,8100.0,0.891306250539
0.560076,1.66969,40,-0.0446672,44.53407907485962,6800.0,274.043792121,7670.0,5.3105,6.232929944992065,6.202713251113892,0.207242,0.0898322,-0.0225075,8200.0,0.988133412485
