LossAfter,TotalExecTime,ExplainedVariance,Perplexity,AveragePolicyStd,StdReturn,MaxReturn,Entropy,LossBefore,NumTrajs,AverageReturn,MeanKL,Time,MaxKL,MinReturn,ItrTime
-0.0,20.20075225830078,1,14.8902,0.935103,0.0,0.0,2.7007,-0.0,20,0.0,0.0,20.31899118423462,0.0,0.0,20.318994998931885
-0.0,18.11504626274109,1,14.8902,0.935103,0.0,0.0,2.7007,-0.0,20,0.0,0.0,38.64459705352783,0.0,0.0,18.322993278503418
-0.0,17.6387939453125,1,14.8902,0.935103,0.0,0.0,2.7007,-0.0,20,0.0,0.0,56.332491874694824,0.0,0.0,17.684427976608276
-0.0,17.74720597267151,1,14.8902,0.935103,0.0,0.0,2.7007,-0.0,20,0.0,0.0,74.2243332862854,0.0,0.0,17.883825540542603
-0.0,17.052335023880005,1,14.8902,0.935103,0.0,0.0,2.7007,-0.0,20,0.0,0.0,91.32592248916626,0.0,0.0,17.09568691253662
-0.0,17.764023303985596,1,14.8902,0.935103,0.0,0.0,2.7007,-0.0,20,0.0,0.0,109.1456847190857,0.0,0.0,17.81200623512268
-0.0,18.047866106033325,1,14.8902,0.935103,0.0,0.0,2.7007,-0.0,20,0.0,0.0,127.33848857879639,0.0,0.0,18.183804988861084
