LossBefore,MaxReturn,ItrTime,AveragePolicyStd,Perplexity,Entropy,MinReturn,AverageReturn,Time,NumTrajs,TotalExecTime,MaxKL,LossAfter,StdReturn,ExplainedVariance,MeanKL
0.00466652,1100.0,7.547681570053101,0.982009,16.3558,2.79458,0.0,245.0,7.547679662704468,40,7.457635879516602,21.2121,-0.0385849,322.451546748,0.36375749497,0.28845
0.00504384,1700.0,7.51381516456604,0.98428,16.4323,2.79925,0.0,585.0,15.0639488697052,40,7.442568063735962,57.2498,-0.0566402,452.520717758,0.285481831663,0.202191
-0.00914362,3900.0,7.667766094207764,0.985535,16.4738,2.80177,100.0,1110.0,22.744252681732178,40,7.530519962310791,7.27193,-0.0592257,844.334057112,0.283247694258,0.20112
-0.0217056,5200.0,7.513620853424072,0.983847,16.3987,2.7972,1000.0,2210.0,30.274105548858643,40,7.406800746917725,1.80909,-0.0429965,924.878370382,0.498580676581,0.032549
-0.0177143,5000.0,7.16848611831665,0.977988,16.2216,2.78635,600.0,2005.0,37.44758152961731,40,7.084165096282959,10.0346,-0.0774357,926.80904182,0.48505370423,0.246623
-0.0209309,4000.0,7.243709325790405,0.973883,16.0786,2.77749,700.0,2062.5,44.694931983947754,40,7.2013468742370605,19.2782,-0.0585363,823.312668432,0.539466797729,0.150063
-0.0206572,3900.0,7.74734091758728,0.968218,15.9112,2.76702,1300.0,2627.5,52.45260572433472,40,7.686033725738525,27.9415,-0.098981,663.697031785,0.642417490964,0.301976
