AverageReturn,LossAfter,MaxReturn,TotalExecTime,MeanKL,NumTrajs,Entropy,ExplainedVariance,LossBefore,Time,Perplexity,MaxKL,ItrTime,AveragePolicyStd,StdReturn,MinReturn
80.0,-0.0247657,800.0,12.503247022628784,0.0253106,20,2.73374,0.115552881888,-0.0165121,12.692747831344604,15.3903,0.158907,12.69275450706482,0.949513,224.944437584,0.0
420.0,-0.0199768,1000.0,12.213110446929932,0.0193263,20,2.71723,0.444931160264,-0.0101187,25.0705463886261,15.1383,0.359133,12.351415634155273,0.941674,400.74929819,0.0
1385.0,-0.0229783,13800.0,13.839605331420898,0.016293,20,2.71217,0.546509193908,-0.0170456,39.070457458496094,15.0619,0.174417,13.994181156158447,0.939466,2906.24758064,0.0
990.0,-0.0222532,2800.0,13.701321363449097,0.0361611,20,2.70364,0.603898281565,-0.00199525,52.85712289810181,14.9341,0.734648,13.767009973526001,0.935428,759.53933407,0.0
1675.0,0.00850633,4000.0,13.217586994171143,0.029921,20,2.70265,0.678136530218,0.0233994,66.15376806259155,14.9192,0.529342,13.276506662368774,0.934896,801.171017948,900.0
2595.0,0.000950031,15900.0,12.914823770523071,0.00933128,20,2.71435,0.588981377181,0.00361171,79.14208006858826,15.0947,0.220902,12.964994192123413,0.940421,3747.19561806,0.0
1610.0,-0.00154586,4000.0,12.79674506187439,0.0113993,20,2.71615,0.592144996893,0.00383263,92.0149233341217,15.122,0.120253,12.869078397750854,0.941187,1142.75981728,0.0
