MaxKL,Perplexity,LossBefore,MeanKL,StdReturn,MaxReturn,ExplainedVariance,AveragePolicyStd,LossAfter,ItrTime,Entropy,Time,MinReturn,TotalExecTime,NumTrajs,AverageReturn
5.23279,15.3903,-0.0359194,0.184344,672.978454336,1900.0,0.471030280702,0.949513,-0.0953746,6.709764242172241,2.73374,6.709763050079346,0.0,6.625548601150513,20,710.0
0.46082,14.8473,0.0238156,0.0738396,601.560470776,1500.0,0.429593530883,0.932604,-0.00571956,6.485971689224243,2.69782,13.198415040969849,0.0,6.4522106647491455,20,575.0
1.75715,15.0252,-0.0135363,0.135236,1821.39369715,9300.0,0.575559849142,0.938214,-0.0546825,6.125067710876465,2.70973,19.326382160186768,0.0,6.099584341049194,20,1645.0
0.297524,14.9238,-0.0249218,0.0541536,726.962860124,2200.0,0.550566647525,0.935078,-0.0403871,5.913563013076782,2.70296,25.246798276901245,0.0,5.875686883926392,20,945.0
0.538922,14.739,-0.00849614,0.00862757,386.781592116,1700.0,0.856002886959,0.929415,-0.0219573,5.58043646812439,2.6905,30.835824966430664,0.0,5.525699853897095,20,1320.0
0.252644,14.6765,-0.0162933,0.034334,1214.85595854,6700.0,0.56319621774,0.927221,-0.0191372,6.441702842712402,2.68625,37.28787040710449,500.0,6.385272264480591,20,1775.0
0.431439,14.5575,0.00591947,0.0462558,479.035489291,3500.0,0.821450722165,0.923529,-0.00582686,6.572140693664551,2.6781,43.87391209602356,1200.0,6.533595323562622,20,1545.0
