10NumTrajs,8ExplainedVariance,9MaxReturn,3AverageReturn,1NumTrajs,1ExplainedVariance,5ExplainedVariance,0AverageReturn,7Perplexity,9ProcessExecTime,6Perplexity,3MaxReturn,8AverageReturn,1AveragePolicyStd,1ProcessExecTime,3MinReturn,9Perplexity,2PolicyExecTime,5PolicyExecTime,4ProcessExecTime,8Perplexity,10Perplexity,6NumTrajs,6ExplainedVariance,6AverageReturn,10MinReturn,9ExplainedVariance,5NumTrajs,0MaxReturn,5Entropy,4Perplexity,6PolicyExecTime,9PolicyExecTime,9AverageReturn,3PolicyExecTime,8StdReturn,0StdReturn,9Entropy,5AverageReturn,1MinReturn,ComputeUpdatedDistTime,9AveragePolicyStd,8NumTrajs,10AverageReturn,1StdReturn,5AveragePolicyStd,ItrTime,6EnvExecTime,5MaxReturn,10StdReturn,2AveragePolicyStd,7PolicyExecTime,3EnvExecTime,9NumTrajs,1MaxReturn,2Perplexity,7Entropy,6ProcessExecTime,8Entropy,0Entropy,4NumTrajs,6AveragePolicyStd,6StdReturn,1EnvExecTime,9StdReturn,0PolicyExecTime,7NumTrajs,10PolicyExecTime,10ExplainedVariance,0EnvExecTime,4AverageReturn,3AveragePolicyStd,9EnvExecTime,2Entropy,5ProcessExecTime,7AveragePolicyStd,4AveragePolicyStd,6MaxReturn,3NumTrajs,8ProcessExecTime,3ProcessExecTime,4PolicyExecTime,3Entropy,1AverageReturn,0ProcessExecTime,0ExplainedVariance,9MinReturn,5Perplexity,8EnvExecTime,7ExplainedVariance,2StdReturn,0MinReturn,10EnvExecTime,Time,8PolicyExecTime,10ProcessExecTime,4MinReturn,7EnvExecTime,10AveragePolicyStd,7MinReturn,2MaxReturn,3StdReturn,5MinReturn,2ExplainedVariance,5StdReturn,7MaxReturn,8AveragePolicyStd,3Perplexity,4ExplainedVariance,MaxKL,4MaxReturn,3ExplainedVariance,4StdReturn,1Perplexity,1PolicyExecTime,LossBefore,2ProcessExecTime,6Entropy,7AverageReturn,10Entropy,8MaxReturn,0NumTrajs,4Entropy,2AverageReturn,8MinReturn,MeanKL,7StdReturn,6MinReturn,1Entropy,2EnvExecTime,LossAfter,0AveragePolicyStd,5EnvExecTime,2MinReturn,4EnvExecTime,2NumTrajs,0Perplexity,7ProcessExecTime,10MaxReturn
2000,0.0729086117749,10600.0,114.3,2000,0.0525780420508,0.0639065053183,79.65,17.0442,5.741760730743408,17.0335,8000.0,157.85,1.00022,11.606058359146118,0.0,17.0973,407.0715479850769,336.3599557876587,8.192235708236694,17.0906,17.0506,2000,0.0622904648716,117.6,0.0,0.0780659867825,2000,8500.0,2.83564,17.0725,323.72764682769775,229.16985511779785,169.15,369.8194615840912,806.069710075,545.234699464,2.83892,128.6,0.0,0.26599979400634766,1.00052,2000,159.9,641.441686749,0.998883,5622.171771287918,210.69936966896057,10900.0,837.521337042,1.0014,255.74950790405273,248.35991191864014,2000,10400.0,17.1273,2.83581,8.191853761672974,2.83853,2.83788,2000,0.998656,694.557585806,283.86227583885193,868.742353923,177.48789405822754,2000,215.0735204219818,0.0701986704458,163.9160144329071,121.3,1.00155,140.1513171195984,2.84067,8.426494121551514,0.998966,0.999802,8400.0,2000,5.737913608551025,9.717829704284668,324.38341999053955,2.84096,97.25,7.210502624511719,0.05838279652,0.0,17.0413,139.1541883945465,0.0596493621111,675.779385229,0.0,141.4039022922516,5622.171765804291,212.05408763885498,5.756956577301025,0.0,163.94661045074463,0.999169,0.0,7200.0,668.831451115,0.0,0.0674429615486,730.59704352,11100.0,1.00033,17.1322,0.0645118239358,0.0559548,10100.0,0.0618240875805,743.112582318,17.0869,412.60225772857666,-0.000327825,10.811762571334839,2.83518,121.15,2.83619,8700.0,2000,2.83747,116.65,0.0,0.00882312,694.577337307,0.0,2.83831,284.0121605396271,-0.000515071,1.0,215.52169275283813,0.0,210.14334917068481,2000,17.0794,6.588638782501221,12100.0
