MaxKL,Perplexity,Time,AverageReturn,ItrTime,AveragePolicyStd,StdReturn,LossBefore,ExplainedVariance,NumTrajs,MaxReturn,TotalExecTime,LossAfter,MinReturn,MeanKL,Entropy
0.342134,14.1457,11.721766710281372,25.0,11.72177267074585,0.917354,88.7411967465,0.0296781,0.0207444201306,20,400.0,11.624424457550049,0.0172898,0.0,0.0615433,2.64941
0.267863,14.5719,23.073229789733887,1460.0,11.347807168960571,0.932048,1120.44633963,0.00503308,0.110250194376,20,3800.0,11.22426986694336,-0.0233432,0.0,0.0896072,2.67909
0.453071,14.6086,34.52571415901184,11540.0,11.445951461791992,0.933218,3108.27926673,-0.0251381,0.553989983097,20,17300.0,11.35650372505188,-0.0653535,6500.0,0.134064,2.68161
0.320997,14.4261,46.61988067626953,19080.0,12.086771249771118,0.927368,1535.12214498,-0.00148302,0.92513045138,20,22200.0,12.012096166610718,-0.018649,15800.0,0.051098,2.66904
0.568435,14.4154,58.47102952003479,19910.0,11.840535640716553,0.927249,1502.96373875,-0.0154402,0.943547435352,20,22300.0,11.79917597770691,-0.045483,17100.0,0.0562733,2.6683
0.0498474,14.3046,69.6884560585022,21165.0,11.209551095962524,0.923953,1469.44717496,-0.0116267,0.942840813593,20,22800.0,11.123960494995117,-0.0172709,16800.0,0.00570135,2.66058
0.189113,14.2216,81.34945058822632,21615.0,11.646377563476562,0.92221,1378.86728876,-0.00532779,0.953481399335,20,22800.0,11.527092695236206,-0.0207403,17400.0,0.0193152,2.65476
