ExplainedVariance,ItrTime,Entropy,TotalExecTime,AveragePolicyStd,AverageReturn,MaxReturn,NumTrajs,LossAfter,MinReturn,Perplexity,MeanKL,MaxKL,Time,StdReturn,LossBefore
0.207921682005,14.01906418800354,2.67957,13.87791633605957,0.92455,100.0,1100.0,20,-0.0579811,0.0,14.5788,0.176747,2.67757,14.019061803817749,270.185121722,-0.00866118
0.826256086406,14.042212963104248,2.6709,13.861804008483887,0.920827,32595.0,38500.0,20,-0.0935264,28800.0,14.453,0.474373,1.61763,28.06415104866028,2563.68387287,-0.00871458
0.863917518129,13.425636291503906,2.66655,13.373980522155762,0.91873,36950.0,39900.0,20,-0.0592092,29600.0,14.3902,0.340819,1.71493,41.494746923446655,2729.0108098,-0.00089994
0.892568458011,14.346134901046753,2.6661,14.27940320968628,0.918395,37880.0,42100.0,20,-0.0785284,34500.0,14.3837,0.346038,2.54105,55.84991145133972,2355.33437117,-0.0176034
0.944796049874,13.79984736442566,2.6573,13.73905611038208,0.914558,39840.0,42800.0,20,-0.0443207,34200.0,14.2577,0.173633,0.641428,69.65636682510376,2044.84718255,-0.0159037
0.97885602553,13.703933000564575,2.64934,13.542269945144653,0.910996,41685.0,42800.0,20,-0.00117976,39300.0,14.1448,0.060052,0.560944,83.36906790733337,980.956166197,0.0102516
0.979502511775,14.202981948852539,2.65447,14.133047103881836,0.913308,41540.0,42900.0,20,-0.0151038,37700.0,14.2174,0.0513863,0.658713,97.5821042060852,1271.77041953,-0.00597494
