MaxKL,TotalExecTime,ExplainedVariance,LossBefore,Perplexity,MinReturn,Time,AverageReturn,NumTrajs,MaxReturn,StdReturn,Entropy,AveragePolicyStd,MeanKL,LossAfter,ItrTime
0.0,4.699451208114624,1,-0.0,11.4353,0.0,4.752163887023926,0.0,40,0.0,0.0,2.4367,0.82843,0.0,-0.0,4.752167701721191
0.256152,4.000150680541992,0.529517398253,0.0129066,11.4353,0.0,8.817981958389282,40.0,40,1600.0,249.799919936,2.4367,0.82843,0.0146586,-0.00175845,4.062121629714966
0.686717,3.3267946243286133,0.536314495061,-0.0111652,11.5093,0.0,12.187964677810669,185.0,40,3000.0,667.289292586,2.44316,0.830354,0.0690449,-0.0474001,3.3645074367523193
1.90877,3.6548373699188232,0.688835513886,-0.0299455,11.4452,0.0,15.882460832595825,3037.5,40,6500.0,2449.04956054,2.43757,0.828084,0.248895,-0.110486,3.6879403591156006
0.98898,4.51743745803833,0.876396757592,-0.0123156,11.2751,4500.0,20.44216012954712,5832.5,40,7500.0,760.390524665,2.4226,0.822464,0.656692,-0.1024,4.552469730377197
3.03238,4.241974830627441,0.298627700007,-0.00775585,11.2059,0.0,24.74799084663391,1360.0,40,3000.0,810.493676718,2.41644,0.819765,1.48794,-0.202761,4.291355609893799
1.98826,3.32958722114563,0.234561258489,0.0116249,11.1626,200.0,28.13097333908081,1060.0,40,2600.0,639.843730922,2.41257,0.817028,1.22742,-0.16086,3.3751018047332764
