Perplexity,StdReturn,ItrTime,MinReturn,LossAfter,Time,MaxReturn,Entropy,LossBefore,AverageReturn,AveragePolicyStd,NumTrajs,MeanKL,TotalExecTime,MaxKL,ExplainedVariance
21.7921,3215.26048711,12.46899676322937,0.0,-0.00877561,12.468990802764893,9200.0,3.08155,-0.00277412,2210.0,1.12957,20,0.0129257,12.404606342315674,0.538058,0.356055734272
21.7317,4505.2080973,12.608794212341309,0.0,0.0024846,25.080695152282715,13400.0,3.07877,0.00557112,4710.0,1.128,20,0.0127009,12.5474534034729,1.94018,0.470601441508
21.7924,2707.07868375,12.595124959945679,0.0,-0.00905609,37.68056583404541,7800.0,3.08156,-0.00607869,2635.0,1.12958,20,0.0138605,12.557047605514526,1.52086,0.363125798597
21.7262,3956.14711557,12.595992803573608,0.0,0.0125246,50.28065037727356,11400.0,3.07852,0.0149721,2430.0,1.12788,20,0.00150202,12.547612428665161,0.507689,0.453598957536
21.8895,5325.39904608,12.462298154830933,0.0,0.0116728,62.74743604660034,20100.0,3.08601,0.0146718,3775.0,1.13209,20,0.00711341,12.38805103302002,0.841391,0.389969400096
22.0506,4815.52437435,13.294530153274536,0.0,-0.008042,76.05066108703613,15600.0,3.09334,-0.00415338,4465.0,1.13625,20,0.0100511,13.240945816040039,0.684731,0.462563106687
22.0049,3234.59425585,14.134234428405762,0.0,0.0042726,90.19019889831543,14200.0,3.09127,0.007443,2380.0,1.1351,20,0.00308652,14.087671756744385,0.201404,0.331153570555
