MaxReturn,TotalExecTime,MinReturn,LossBefore,AverageReturn,AveragePolicyStd,StdReturn,ItrTime,ExplainedVariance,Perplexity,Entropy,Time,MeanKL,MaxKL,LossAfter,NumTrajs
0.0,16.664330005645752,0.0,-0.0,0.0,1.00568,0.0,16.933654069900513,1,17.2706,2.849,16.933648347854614,0.0,0.0,-0.0,20
1400.0,15.25950002670288,0.0,-0.0149796,70.0,1.00568,305.122926048,15.35959768295288,0.0982551344088,17.2706,2.849,32.30682921409607,18.4773,1752.23,2.56986,20
700.0,16.789527416229248,0.0,-0.00102289,90.0,1.00191,216.564078277,16.983684062957764,0.25594316139,17.1417,2.84151,49.32076716423035,2.24705,204.97,0.268772,20
2500.0,16.091317176818848,0.0,0.00440612,225.0,1.00164,679.613860953,16.36604928970337,0.351433750827,17.1329,2.841,65.70116710662842,0.0158928,2.04721,-0.000601977,20
3300.0,16.237958908081055,0.0,-0.00448101,215.0,1.00278,729.571792218,16.521023750305176,0.104999496678,17.1707,2.8432,82.23691439628601,7.46481,741.76,1.26782,20
5300.0,17.343717098236084,0.0,0.00876519,610.0,1.00174,1527.38338344,17.592724561691284,0.407738918814,17.1323,2.84096,99.84522414207458,0.00170907,0.505531,0.00618864,20
5800.0,16.093278646469116,0.0,0.0039139,460.0,1.00396,1307.4402472,16.265854120254517,0.13244218431,17.2075,2.84535,116.12268471717834,0.485753,90.8044,0.189908,20
