Entropy,AverageReturn,AveragePolicyStd,MaxKL,StdReturn,TotalExecTime,LossAfter,ItrTime,MeanKL,NumTrajs,Perplexity,LossBefore,MaxReturn,MinReturn,ExplainedVariance,Time
2.83788,10.0,1.0,3003.31,43.5889894354,17.0548357963562,6.95329,17.359766483306885,49.5224,20,17.0795,0.0161258,200.0,0.0,0.139087519248,17.359760284423828
2.854,10.0,1.00811,62.3192,43.5889894354,15.75121259689331,0.196027,16.018305778503418,0.60595,20,17.3571,0.0292137,200.0,0.0,0.0903263220526,33.38285422325134
2.86861,0.0,1.0155,0.0,0.0,15.442605018615723,-0.0,15.624513626098633,0.0,20,17.6125,-0.0,0.0,0.0,1,49.019092082977295
2.86861,10.0,1.0155,0.849211,43.5889894354,13.176172733306885,-0.022076,13.281797647476196,0.00506014,20,17.6125,-0.0207766,200.0,0.0,0.107657552618,62.310731172561646
2.85822,0.0,1.01027,0.0,0.0,17.060258626937866,-0.0,17.107210397720337,0.0,20,17.4305,-0.0,0.0,0.0,1,79.43151259422302
2.85822,35.0,1.01027,187.299,72.6291952317,16.73132634162903,0.299784,16.816571474075317,2.93846,20,17.4305,0.0121635,200.0,0.0,0.137101539482,96.26124906539917
2.8643,0.0,1.01335,0.0,0.0,16.60202431678772,-0.0,16.696154594421387,0.0,20,17.5368,-0.0,0.0,0.0,1,112.99027633666992
