LossBefore,MinReturn,MeanKL,AveragePolicyStd,Perplexity,AverageReturn,StdReturn,NumTrajs,Entropy,MaxKL,LossAfter,ExplainedVariance,MaxReturn,ItrTime,TotalExecTime,Time
0.006839,0.0,0.0242795,0.999438,17.0561,35.0,152.561463024,20,2.83651,2.12039,0.00173611,0.0624331564003,700.0,17.92190670967102,17.642873525619507,17.92190194129944
0.0127175,0.0,0.00027233,1.00274,17.1732,20.0,87.1779788708,20,2.84335,0.00202798,0.0117353,0.534136213052,400.0,14.699027299880981,14.528802156448364,32.63814949989319
0.0128152,0.0,0.000783587,1.00594,17.2827,120.0,326.496554346,20,2.84971,0.0266748,0.0110361,0.186962351072,1300.0,15.251549243927002,15.024805307388306,47.91053867340088
-0.00475883,0.0,0.32566,1.00918,17.3938,65.0,241.402154091,20,2.85612,52.8479,0.0303446,0.079016958494,1100.0,13.891031265258789,13.707972764968872,61.82388377189636
0.00355724,0.0,0.0110246,1.008,17.3525,45.0,124.398553046,20,2.85374,1.32397,0.00172187,0.0644880979211,500.0,13.5099937915802,13.468985319137573,75.34139919281006
0.00803857,0.0,0.000535589,1.00894,17.3834,15.0,65.3834841531,20,2.85552,0.0388466,0.00760207,0.0891309076603,300.0,13.588321447372437,13.532065391540527,88.94834303855896
0.0154017,0.0,0.000564625,1.01097,17.4534,20.0,67.8232998313,20,2.85953,0.0872678,0.0141705,0.0888667669209,300.0,13.323577404022217,13.290913820266724,102.28052949905396
