AverageReturn,Entropy,Perplexity,MaxKL,ExplainedVariance,StdReturn,LossBefore,LossAfter,MeanKL,NumTrajs,Time,TotalExecTime,ItrTime,AveragePolicyStd,MinReturn,MaxReturn
0.0,2.45436,11.639,0.0,1,0.0,-0.0,-0.0,0.0,20,10.799785137176514,10.718976259231567,10.799791812896729,0.827472,0.0,0.0
0.0,2.45436,11.639,0.0,1,0.0,-0.0,-0.0,0.0,20,21.444635152816772,10.56761908531189,10.639504671096802,0.827472,0.0,0.0
0.0,2.45436,11.639,0.0,1,0.0,-0.0,-0.0,0.0,20,31.859042406082153,10.3711519241333,10.40952754020691,0.827472,0.0,0.0
0.0,2.45436,11.639,0.0,1,0.0,-0.0,-0.0,0.0,20,42.51085186004639,10.590542793273926,10.643406391143799,0.827472,0.0,0.0
0.0,2.45436,11.639,0.0,1,0.0,-0.0,-0.0,0.0,20,52.96809673309326,10.413724899291992,10.452517032623291,0.827472,0.0,0.0
0.0,2.45436,11.639,0.0,1,0.0,-0.0,-0.0,0.0,20,63.589532136917114,10.580093383789062,10.615070104598999,0.827472,0.0,0.0
0.0,2.45436,11.639,0.0,1,0.0,-0.0,-0.0,0.0,20,74.19660711288452,10.571850776672363,10.603398323059082,0.827472,0.0,0.0
