LossAfter,Entropy,AverageReturn,TotalExecTime,LossBefore,ItrTime,StdReturn,NumTrajs,MinReturn,Perplexity,AveragePolicyStd,MaxKL,ExplainedVariance,Time,MaxReturn,MeanKL
-0.0530282,2.46033,1690.0,8.06776762008667,4.73857e-05,8.13573408126831,1411.34687444,20,0.0,11.7087,0.828509,0.813911,0.12242881485,8.135732412338257,5300.0,0.384091
-0.0378706,2.46038,37180.0,7.841066837310791,-0.0181952,7.894212484359741,1974.99367088,20,32600.0,11.7092,0.828508,0.177094,0.94785888973,16.032191514968872,40000.0,0.0931738
-0.0126708,2.45128,40185.0,7.9739766120910645,-0.00737107,8.01371455192566,730.941174104,20,38700.0,11.6032,0.824593,0.079955,0.982037834758,24.05182194709778,41800.0,0.00764292
-0.00261151,2.44759,39755.0,7.824689626693726,0.00167107,7.877756357192993,677.10782007,20,38500.0,11.5605,0.823007,0.04509,0.981186424787,31.933210134506226,40900.0,0.0188009
-0.0237223,2.44843,39465.0,7.3837199211120605,-0.0222738,7.422311782836914,692.296901625,20,37800.0,11.5702,0.823456,0.0113448,0.97635955905,39.35946297645569,40500.0,0.00130802
-0.00124575,2.43729,39790.0,7.822082042694092,0.00385534,7.8506104946136475,799.312204336,20,37400.0,11.442,0.818769,0.0595975,0.979601816129,47.21472907066345,41000.0,0.0199838
0.00711337,2.43922,40490.0,7.858718395233154,0.0127754,7.892190456390381,797.433382798,20,39300.0,11.4641,0.819516,0.103626,0.981745812773,55.11203932762146,42800.0,0.0144928
