LossBefore,LossAfter,NumTrajs,Perplexity,MaxReturn,MaxKL,AverageReturn,ItrTime,MeanKL,AveragePolicyStd,ExplainedVariance,TotalExecTime,MinReturn,Entropy,StdReturn,Time
-0.0,-0.0,20,17.1557,0.0,0.0,0.0,10.738758563995361,0.0,1.00326,1,10.661998748779297,0.0,2.84233,0.0,10.738751888275146
-0.0,-0.0,20,17.1557,0.0,0.0,0.0,10.828417539596558,0.0,1.00326,1,10.718644142150879,0.0,2.84233,0.0,21.57152771949768
-0.0,-0.0,20,17.1557,0.0,0.0,0.0,10.624124526977539,0.0,1.00326,1,10.575711250305176,0.0,2.84233,0.0,32.20077705383301
-0.0,-0.0,20,17.1557,0.0,0.0,0.0,10.783641815185547,0.0,1.00326,1,10.728727340698242,0.0,2.84233,0.0,42.98809099197388
-0.0,-0.0,20,17.1557,0.0,0.0,0.0,10.604528427124023,0.0,1.00326,1,10.514264822006226,0.0,2.84233,0.0,53.59632229804993
0.00291691,-0.00817301,20,17.1557,200.0,0.097168,20.0,10.408092975616455,0.0187954,1.00326,0.148866874166,10.370653629302979,0.0,2.84233,60.0,64.0139307975769
-0.0059283,-0.0102024,20,17.1807,800.0,0.0526048,40.0,10.688330173492432,0.00778721,1.00398,0.098117525633,10.624950885772705,0.0,2.84379,174.355957742,74.70584464073181
