Entropy,MeanKL,Perplexity,StdReturn,ExplainedVariance,NumTrajs,MaxKL,MaxReturn,LossBefore,AverageReturn,TotalExecTime,ItrTime,AveragePolicyStd,LossAfter,Time,MinReturn
2.84233,0.0295817,17.1557,7693.64023074,0.837718953274,20,0.232474,22400.0,-0.00550577,3230.0,10.67728853225708,10.747886657714844,1.00326,-0.0152939,10.747881174087524,0.0
2.83682,0.054759,17.0615,9633.71164194,0.821458295731,20,0.29893,28700.0,-0.0116674,5440.0,10.61647343635559,10.684510946273804,1.00037,-0.0321892,21.436527967453003,0.0
2.83099,0.0208421,16.9622,10595.1828677,0.840334934907,20,0.121913,27300.0,0.00652177,6090.0,10.684410810470581,10.733519315719604,0.997331,-0.00153072,32.172603368759155,0.0
2.83425,0.0158173,17.0177,15031.8420362,0.844105065991,20,0.0769932,36300.0,-0.00598909,13335.0,10.576812982559204,10.658323764801025,0.998883,-0.0117069,42.83462429046631,0.0
2.83126,0.0114964,16.9668,14732.0025794,0.861605807976,20,0.0402149,33800.0,-0.00110845,14410.0,10.578934669494629,10.67296314239502,0.997558,-0.00448454,53.511149644851685,0.0
2.8307,0.00738771,16.9574,12535.445744,0.84274172833,20,0.0479657,33200.0,-0.0121294,21140.0,10.63968300819397,10.670769929885864,0.997342,-0.016757,64.190101146698,0.0
2.82464,0.0230133,16.8548,10491.2392023,0.79934752207,20,0.0606319,35000.0,-0.0123762,25830.0,10.696134090423584,10.733042001724243,0.994223,-0.0180917,74.9266562461853,0.0
