AveragePolicyStd,LossBefore,MaxKL,StdReturn,MinReturn,ExplainedVariance,LossAfter,NumTrajs,AverageReturn,MaxReturn,ItrTime,Perplexity,MeanKL,Entropy,TotalExecTime,Time
0.917354,-0.0211562,2.392,1388.69543097,14400.0,0.887564756367,-0.136556,20,16905.0,19900.0,11.546184539794922,14.1457,0.847064,2.64941,11.448498725891113,11.546177864074707
0.909165,-0.0067044,0.299612,1559.95993538,15600.0,0.913572823316,-0.0277108,20,19555.0,21200.0,11.674304723739624,13.8496,0.0654689,2.62826,11.625394344329834,23.225215196609497
0.907007,0.000479225,0.289749,474.631435958,19600.0,0.986171563945,-0.0190046,20,20715.0,21400.0,11.625205516815186,13.8033,0.0563502,2.62491,11.585567474365234,34.856362104415894
0.906702,-0.00496411,0.241316,463.114456695,19600.0,0.986969411292,-0.015591,20,20895.0,21800.0,11.499810695648193,13.8066,0.0254571,2.62515,11.45509386062622,46.36500525474548
0.905743,-0.0169101,0.353611,980.242316981,17800.0,0.966248633138,-0.0446987,20,20675.0,21700.0,11.625663995742798,13.7724,0.0932596,2.62266,11.595046043395996,58.00189447402954
0.901782,-0.0290124,0.211516,453.43136195,20100.0,0.987302168281,-0.0393752,20,20980.0,21700.0,11.927521467208862,13.6564,0.0133455,2.61421,11.883060455322266,69.93775510787964
0.895137,-0.0181642,0.27227,498.873731519,19400.0,0.985752145589,-0.0286115,20,21075.0,21700.0,12.585301637649536,13.4597,0.0272856,2.5997,12.529176950454712,82.53959918022156
