LossAfter,TotalExecTime,AverageReturn,LossBefore,NumTrajs,MaxReturn,MinReturn,AveragePolicyStd,MaxKL,Time,Entropy,MeanKL,Perplexity,ExplainedVariance,StdReturn,ItrTime
-0.0511658,10.787665843963623,255.0,-0.0134645,20,400.0,0.0,0.827472,1.10374,10.859667301177979,2.45436,0.101342,11.639,0.693458976103,139.55285737,10.85966968536377
0.0145038,10.572484731674194,925.0,0.0210949,20,2700.0,300.0,0.822036,0.0410047,21.513935327529907,2.4409,0.0156414,11.4833,0.0877818383293,805.527777299,10.64984917640686
0.0020953,10.668287992477417,1790.0,0.0133904,20,6200.0,300.0,0.826419,0.0811736,32.24575233459473,2.45144,0.0267736,11.6051,0.148078967827,1297.26635661,10.728188037872314
-0.0142837,10.47796082496643,8410.0,0.00889197,20,16800.0,2500.0,0.829357,0.187876,42.77626872062683,2.45814,0.0656777,11.6831,0.316480297426,3907.54398568,10.526318788528442
-0.0184056,10.435985803604126,14305.0,0.00772712,20,25100.0,0.0,0.830967,0.507557,53.287561893463135,2.46259,0.11614,11.7351,0.494285236783,6846.12846797,10.506658792495728
-0.0303766,10.328668594360352,27315.0,-0.0177312,20,31200.0,21000.0,0.832734,0.0635408,63.679962396621704,2.46645,0.0383539,11.7805,0.756473186892,2629.31074618,10.387757062911987
-0.0285794,10.567817449569702,32680.0,-0.0131519,20,36600.0,23800.0,0.828954,0.160451,74.29978823661804,2.45758,0.0650749,11.6766,0.833743606676,2986.73735035,10.615884780883789
