MinReturn,ExplainedVariance,LossAfter,MeanKL,Time,AverageReturn,Entropy,ItrTime,MaxReturn,NumTrajs,MaxKL,StdReturn,TotalExecTime,AveragePolicyStd,Perplexity,LossBefore
0.0,0.279032584115,-0.0420712,0.268627,83.78892850875854,47.0,2.7552,83.78893232345581,1900.0,2000,1.14264,203.177262507,83.4712815284729,0.959782,15.7242,0.00343612
0.0,0.681118030288,-0.0794636,0.176005,167.65304112434387,1296.5,2.75864,83.86168217658997,2700.0,2000,0.578541,663.406172718,83.55862641334534,0.961393,15.7784,-0.0318057
0.0,0.855699662067,-0.0855191,0.162948,251.8495693206787,2002.9,2.74274,84.19369745254517,2900.0,2000,0.559082,477.065603455,83.90615391731262,0.95374,15.5294,-0.0462468
0.0,0.962516837755,-0.081336,0.119226,336.29272294044495,2341.65,2.71961,84.43977665901184,2900.0,2000,0.379751,296.597837989,84.18101572990417,0.942734,15.1744,-0.0542426
800.0,0.982134251299,-0.0644793,0.0752338,420.7642939090729,2489.95,2.69249,84.46856689453125,2900.0,2000,0.232903,222.315086083,84.14400911331177,0.930023,14.7684,-0.0464868
1500.0,0.988839643811,-0.0558312,0.0459601,504.486026763916,2563.35,2.66925,83.71820116043091,3000.0,2000,0.138443,175.475860163,83.46384930610657,0.919246,14.4291,-0.0449947
800.0,0.99039084471,-0.0388004,0.0250709,589.4056479930878,2601.9,2.64675,84.91704988479614,3000.0,2000,0.0722837,163.940202513,84.66477346420288,0.908944,14.1081,-0.0330374
