MeanKL,LossBefore,ItrTime,MaxReturn,Time,Perplexity,AverageReturn,StdReturn,ExplainedVariance,MaxKL,AveragePolicyStd,TotalExecTime,Entropy,LossAfter,MinReturn,NumTrajs
0.448816,0.0254077,4.95630955696106,400.0,4.956305027008057,15.2117,70.0,114.455231423,0.249908229718,6.17935,0.947542,4.879720687866211,2.72206,-0.0556967,0.0,20
0.22153,-0.0288112,9.348645448684692,300.0,14.31102466583252,15.6031,240.0,48.9897948557,0.913179977623,4.66653,0.960646,9.280594110488892,2.74747,-0.022224,200.0,20
0.0330272,0.0188399,4.682243824005127,900.0,18.99685573577881,15.3799,435.0,123.592070943,0.854816276661,0.436344,0.953492,4.649273872375488,2.73306,0.0146311,300.0,20
0.0573462,0.0384967,4.8727452754974365,1500.0,23.873545169830322,15.5255,695.0,330.870065131,0.609602952584,0.484039,0.958069,4.8048412799835205,2.74248,0.0206345,100.0,20
0.290141,0.0306723,4.817716598510742,10800.0,28.699079990386963,15.8272,6255.0,2572.63969494,0.412583278385,1.02176,0.966891,4.782238006591797,2.76173,-0.044886,500.0,20
0.0881208,-0.0285485,4.712772607803345,23000.0,33.41558218002319,16.0718,22020.0,862.322445492,0.97036283985,0.228372,0.974286,4.678640365600586,2.77707,-0.0554835,20100.0,20
0.142347,-0.00152558,4.768228054046631,23200.0,38.1887993812561,15.844,21960.0,1301.69120762,0.962232401237,1.18669,0.966916,4.739983320236206,2.76279,-0.0339432,18200.0,20
