StdReturn,AverageReturn,Perplexity,ExplainedVariance,LossBefore,AveragePolicyStd,NumTrajs,MinReturn,LossAfter,ItrTime,Time,Entropy,MeanKL,MaxKL,TotalExecTime,MaxReturn
3392.58013907,2020.0,15.613,0.317334469788,0.00205799,0.956152,20,0.0,-0.00296613,23.325372457504272,23.32536745071411,2.7481,0.0250247,0.118447,23.184329986572266,13500.0
12551.1354068,12600.0,15.6452,0.660152734215,0.0122163,0.957107,20,0.0,-0.00496675,23.355148792266846,46.69259977340698,2.75016,0.0520666,0.266075,23.229856491088867,34700.0
17440.3060466,25185.0,15.741,0.825148143689,0.000669379,0.960051,20,0.0,-0.0112101,22.354706048965454,69.05140924453735,2.75627,0.0272553,0.153987,22.28952646255493,44900.0
16697.8860938,26540.0,15.7463,0.76003770337,-0.000185006,0.960214,20,0.0,-0.00694088,23.864055395126343,92.9508490562439,2.7566,0.0228469,0.113382,23.645965337753296,43500.0
17726.4604476,12640.0,15.7448,0.843121630164,-0.0162041,0.960162,20,0.0,-0.0248563,23.583713054656982,116.54234600067139,2.75651,0.0214591,0.173172,23.404510021209717,45500.0
19748.1005416,23745.0,15.6178,0.849231131925,-0.0258971,0.956256,20,0.0,-0.0323079,23.25871777534485,139.80804538726807,2.74841,0.0206098,0.139754,23.119064807891846,46000.0
19646.9946811,28160.0,15.4169,0.842500520447,-0.0047514,0.950082,20,0.0,-0.013396,23.110963582992554,162.92340230941772,2.73546,0.0181101,0.102612,22.995280504226685,45700.0
