StdReturn,MaxReturn,MinReturn,LossAfter,LossBefore,AveragePolicyStd,Perplexity,ExplainedVariance,MaxKL,Time,NumTrajs,AverageReturn,Entropy,MeanKL,ItrTime,TotalExecTime
239.739441895,1100.0,0.0,-0.316215,0.0119975,1.00066,17.1021,0.0765864697754,169.176,14.88510513305664,20,55.0,2.8392,1.5683,14.88511323928833,14.581318616867065
217.944947177,1000.0,0.0,0.0125068,0.0142225,1.00671,17.3085,0.235545932923,1.36324,30.872159004211426,20,50.0,2.8512,0.00930187,15.957743883132935,15.676613330841064
0.0,0.0,0.0,-0.0,-0.0,1.01033,17.432,1,0.0,47.66112422943115,20,0.0,2.85831,0.0,16.78316879272461,16.627020359039307
106.77078252,400.0,0.0,-0.0236702,-0.0221003,1.01033,17.432,0.235103633018,0.800197,63.89950227737427,20,40.0,2.85831,0.00503153,16.19198727607727,15.944418907165527
43.5889894354,200.0,0.0,0.685974,0.00671628,1.00478,17.2405,0.225285881866,599.938,80.12203288078308,20,10.0,2.84726,5.06253,16.21277689933777,16.04628849029541
0.0,0.0,0.0,-0.0,-0.0,1.00651,17.2985,1,0.0,96.73562669754028,20,0.0,2.85062,0.0,16.581877946853638,16.379470348358154
0.0,0.0,0.0,-0.0,-0.0,1.00651,17.2985,1,0.0,113.230952501297,20,0.0,2.85062,0.0,16.469834327697754,16.293020486831665
