StdReturn,LossAfter,LossBefore,NumTrajs,TotalExecTime,Time,MeanKL,MinReturn,ExplainedVariance,AveragePolicyStd,AverageReturn,MaxReturn,MaxKL,Entropy,ItrTime,Perplexity
397.366329726,-0.00560799,0.0037249,20,23.686822652816772,23.81242322921753,0.017204,0.0,0.355445887088,1.12957,210.0,1500.0,4.15195,3.08155,23.81242871284485,21.7921
443.255005612,0.00937749,0.0118021,20,27.55203628540039,51.54908108711243,0.00346295,0.0,0.313400650055,1.13167,205.0,1500.0,0.165713,3.08527,27.733217000961304,21.8734
437.349974277,-0.00543854,-0.00258229,20,22.47701072692871,74.13949418067932,0.00265169,0.0,0.348278166633,1.13502,165.0,1800.0,0.318344,3.09117,22.586533308029175,22.0029
203.654118544,0.0130465,0.0151825,20,23.413103818893433,97.66881775856018,0.00159924,0.0,0.284494060309,1.13429,95.0,800.0,0.0370181,3.08988,23.517176628112793,21.9745
378.813938498,-0.00760589,-0.0043914,20,26.34964418411255,124.17041683197021,0.00377353,0.0,0.366464074767,1.1386,250.0,1200.0,0.286691,3.09747,26.483944177627563,22.142
369.425229241,0.00615385,0.00874851,20,23.98783826828003,148.33941388130188,0.00237048,0.0,0.251481255588,1.13735,145.0,1600.0,0.251671,3.09528,24.164944648742676,22.0934
432.434966209,-0.00301776,-0.00145289,20,23.635897159576416,172.1409206390381,0.00067502,0.0,0.355237253913,1.13987,200.0,1600.0,0.0679815,3.09965,23.784412384033203,22.1902
