Perplexity,Time,ExplainedVariance,LossAfter,AverageReturn,NumTrajs,MeanKL,AveragePolicyStd,MinReturn,ItrTime,LossBefore,Entropy,StdReturn,MaxReturn,TotalExecTime,MaxKL
11.0609,5.177326917648315,0.812384950748,-0.123084,5472.5,40,0.948881,0.805297,2900.0,5.1773293018341064,-0.0134984,2.40341,1241.1662862,7700.0,5.075620651245117,5.51596
10.9125,9.885690450668335,0.601630662649,-0.134615,3452.5,40,0.405512,0.799561,1200.0,4.705495119094849,-0.029855,2.38991,920.594237436,5300.0,4.645096778869629,4.64035
10.7509,14.465608835220337,0.949626196745,-0.0812685,6817.5,40,0.069464,0.793735,5500.0,4.5666773319244385,-0.0480066,2.37499,555.827086422,7800.0,4.537391185760498,4.72583
10.4959,19.20800232887268,0.953820313509,-0.0569898,7212.5,40,0.0234813,0.784349,5100.0,4.737428903579712,-0.0380273,2.35098,656.577299333,8300.0,4.707332134246826,0.447915
10.2982,24.025042295455933,0.962236713219,-0.0916516,7467.5,40,0.113565,0.77672,6200.0,4.80652379989624,-0.0550272,2.33197,551.537623377,8300.0,4.761397838592529,1.90923
10.0187,29.259913206100464,0.948121888025,-0.112698,7105.0,40,0.266531,0.766026,5400.0,5.223488092422485,-0.0523731,2.30446,591.164105812,8100.0,5.163382053375244,0.971464
9.75977,33.99670624732971,0.906762975572,-0.118439,6405.0,40,0.582615,0.755938,5000.0,4.725453615188599,-0.0154476,2.27827,732.444537149,7800.0,4.68682336807251,5.14922
