LossAfter,ExplainedVariance,MinReturn,NumTrajs,AverageReturn,TotalExecTime,Time,MeanKL,ItrTime,StdReturn,AveragePolicyStd,Entropy,MaxKL,MaxReturn,Perplexity,LossBefore
-0.0146633,0.210350439484,200.0,20,1775.0,19.0352680683136,19.162930250167847,0.0915907,19.16293692588806,1744.67045599,0.935103,2.7007,0.288796,8500.0,14.8902,0.00892966
-0.0382057,0.478976899776,12300.0,20,20765.0,18.96592664718628,38.21298384666443,0.128143,19.044349670410156,4379.64325031,0.939519,2.70963,0.252344,29000.0,15.0238,0.00550045
-0.0146939,0.971268397486,38400.0,20,41385.0,19.368592977523804,57.6845440864563,0.00790322,19.463181972503662,933.956637109,0.940936,2.71238,0.0431287,42800.0,15.0651,-0.010794
-0.0130316,0.979103473468,40500.0,20,41920.0,19.001018047332764,76.85908842086792,0.0176924,19.150975942611694,672.011904656,0.938428,2.70699,0.187906,42800.0,14.984,-0.00657437
-0.0260941,0.977259673991,39200.0,20,42010.0,19.28340744972229,96.27165293693542,0.00576398,19.39017629623413,837.197706638,0.936944,2.7037,0.0294991,42900.0,14.9349,-0.0231177
-0.0252244,0.980409430987,39700.0,20,42010.0,19.03489351272583,115.48813199996948,0.0229399,19.200360774993896,686.949779824,0.931187,2.69214,0.271341,42700.0,14.7632,-0.0151232
-0.00833153,0.983817387245,40600.0,20,42125.0,18.96532368659973,134.5925464630127,0.0101432,19.081949949264526,684.013888748,0.927637,2.68458,0.209028,43000.0,14.652,-0.00243206
