Entropy,MaxReturn,NumTrajs,MeanKL,LossBefore,LossAfter,MinReturn,AverageReturn,Time,AveragePolicyStd,MaxKL,ItrTime,TotalExecTime,StdReturn,Perplexity,ExplainedVariance
2.84416,3400.0,20,0.0940627,0.0288698,0.000244881,0.0,360.0,10.915473699569702,1.0032,0.275906,10.91547679901123,10.85116457939148,943.610088967,17.1872,0.0370949728199
2.87303,14000.0,20,0.0505827,-0.0191717,-0.0413793,0.0,5800.0,17.512916803359985,1.01774,0.133122,6.587695837020874,6.527764320373535,3789.06320876,17.6906,0.242068270032
2.86345,17000.0,20,0.0195117,-0.0115136,-0.0201461,2100.0,8010.0,24.207178115844727,1.01287,0.0630412,6.6850011348724365,6.641845464706421,4363.93171349,17.5218,0.305921588206
2.85769,15000.0,20,0.00317254,-0.0223602,-0.0255502,3100.0,10085.0,30.73165726661682,1.00996,0.0133178,6.49563455581665,6.4592201709747314,3242.10965268,17.4212,0.478682429672
2.84651,17600.0,20,0.00889799,0.00738269,0.000566993,2900.0,10320.0,37.465885400772095,1.00433,0.0285247,6.7305052280426025,6.688688516616821,3767.83757612,17.2275,0.460627739991
2.8502,17800.0,20,0.0276523,-0.0208372,-0.030044,3800.0,11715.0,44.11836886405945,1.00618,0.103805,6.642983913421631,6.600389719009399,4258.20091118,17.2912,0.465409293357
2.83978,18200.0,20,0.0332824,-0.0208995,-0.0336943,5300.0,10770.0,50.715932846069336,1.00097,0.10039,6.592654705047607,6.537837982177734,3481.24977558,17.112,0.528073015698
