Entropy,TotalExecTime,Perplexity,MaxKL,NumTrajs,MinReturn,Time,LossBefore,MaxReturn,ExplainedVariance,ItrTime,StdReturn,AverageReturn,AveragePolicyStd,LossAfter,MeanKL
3.08155,17.245933294296265,21.7921,1.32772,20,0.0,17.357744693756104,0.0118097,5900.0,0.379316263989,17.357747554779053,1754.9643871,1290.0,1.12957,0.00958557,0.014865
3.09336,19.174248695373535,22.051,4.38647,20,0.0,36.62216520309448,0.00329641,5300.0,0.368968058551,19.25849437713623,1626.31485267,1410.0,1.13627,0.000782102,0.018048
3.09501,17.63418698310852,22.0874,0.377752,20,0.0,54.35047936439514,0.0079682,5700.0,0.350073659682,17.712532997131348,2093.68096901,1450.0,1.1372,0.00373627,0.00649285
3.09899,17.73940634727478,22.1756,16.54,20,0.0,72.17006587982178,-0.0129409,9700.0,0.389990473238,17.809545278549194,2662.32980677,2400.0,1.13947,-0.00419478,0.0191362
3.09252,17.890458345413208,22.0325,0.164155,20,0.0,90.22620034217834,0.00893198,6300.0,0.366033313462,18.044162034988403,1946.30419,1770.0,1.13578,0.00639989,0.00341879
3.09699,20.154499530792236,22.1311,0.898927,20,0.0,110.54113674163818,0.00351635,11300.0,0.358046558423,20.289234161376953,2628.32646374,2430.0,1.13832,-0.00482516,0.0182497
3.09874,20.302961826324463,22.1701,0.0139996,20,0.0,130.98445463180542,0.00172697,8400.0,0.516132237775,20.428776741027832,2331.92517033,1325.0,1.13933,-0.000143945,0.000806318
