MaxReturn,TotalExecTime,MeanKL,ItrTime,Entropy,Perplexity,Time,NumTrajs,MaxKL,AverageReturn,ExplainedVariance,LossBefore,AveragePolicyStd,StdReturn,MinReturn,LossAfter
2200.0,7.549560546875,0.504127,7.641824245452881,2.79458,16.3558,7.641818523406982,40,8.64597,735.0,0.266713169528,0.0070005,0.982009,477.781330736,0.0,-0.0693551
4300.0,7.552144527435303,0.0770445,7.617717266082764,2.80158,16.4707,15.264688730239868,40,3.53299,2480.0,0.499260593359,-0.0148929,0.987691,1045.99235179,400.0,-0.0434051
4300.0,8.311523914337158,0.151779,8.361747026443481,2.79414,16.3485,23.631327867507935,40,17.1774,2727.5,0.588335007525,-0.0364059,0.983371,785.489497065,600.0,-0.0733961
5200.0,7.274369955062866,0.0447696,7.320488929748535,2.77593,16.0536,30.957202196121216,40,3.47737,2782.5,0.443384807135,-0.035103,0.974214,1122.91751701,0.0,-0.0539503
4600.0,7.351573467254639,0.157287,7.4132819175720215,2.75838,15.7743,38.38025784492493,40,19.7694,2895.0,0.525498046092,-0.0164341,0.965065,1241.36014114,0.0,-0.0564839
5100.0,7.222585678100586,0.0971886,7.258709669113159,2.75017,15.6452,45.65815234184265,40,2.85514,2685.0,0.53787552958,-0.0197234,0.960824,931.544416547,1000.0,-0.0484883
6000.0,7.571669816970825,0.0968802,7.625775098800659,2.7403,15.4917,53.292362213134766,40,9.38581,3115.0,0.531195734327,-0.0208605,0.955313,1322.412568,300.0,-0.0582898
