2Entropy,2PolicyExecTime,MeanKL,1StdReturn,1ProcessExecTime,2EnvExecTime,2NumTrajs,1ExplainedVariance,MeanKLBefore,0EnvExecTime,0Entropy,2Perplexity,2MinReturn,dLoss,0ExplainedVariance,1Perplexity,0Perplexity,0AveragePolicyStd,ItrTime,0ProcessExecTime,2AveragePolicyStd,0MaxReturn,2ProcessExecTime,1AverageReturn,ComputeUpdatedDistTime,0AverageReturn,1AveragePolicyStd,1MaxReturn,0NumTrajs,LossAfter,2AverageReturn,Time,LossBefore,0StdReturn,0PolicyExecTime,0MinReturn,2StdReturn,1EnvExecTime,1PolicyExecTime,2ExplainedVariance,1Entropy,2MaxReturn,1NumTrajs,1MinReturn
2.80417,33.34056353569031,0.013594779186,315.835888704,0.8367660045623779,18.959944009780884,1600,0.172963696541,0.0135947819799,19.086347103118896,2.82953,16.5134,0.0,0.0,0.0673074678503,16.8711,16.9375,0.995868,155.86956024169922,0.8656730651855469,0.983322,1700.0,0.8321921825408936,90.4375,0.09135723114013672,34.125,0.99391,2200.0,1600,-0.00172406388447,183.375,3571.8077619075775,-0.00172406388447,178.425010509,22.221309900283813,0.0,465.361267592,19.033175706863403,33.15619993209839,0.181684565728,2.8256,2500.0,1600,0.0
2.81271,36.282832622528076,0.0140265813097,295.821413346,0.8323466777801514,18.84984254837036,1600,0.158598244695,0.0140265766531,19.003012657165527,2.82953,16.6549,0.0,-1.39698386192e-09,0.0642880119442,16.8847,16.9375,0.995868,163.14163541793823,0.858182430267334,0.987575,1800.0,0.8257250785827637,82.4375,0.13520097732543945,25.5,0.994317,2300.0,1600,-0.00262461509556,180.5625,3738.144055366516,-0.00262461649254,150.373701158,22.17778968811035,0.0,454.728967181,18.908557891845703,37.920979261398315,0.177763088542,2.82641,2300.0,1600,0.0
2.82634,33.22137498855591,0.0150089776143,307.565992665,0.8332436084747314,19.030585050582886,1600,0.166704271648,0.0150089841336,19.122143268585205,2.82953,16.8835,0.0,1.39698386192e-09,0.0628453736066,16.9565,16.9375,0.995868,155.87154412269592,0.8696572780609131,0.994304,1800.0,0.8294835090637207,90.8125,0.0894167423248291,28.8125,0.996424,2100.0,1600,-0.00196697982028,194.9375,3896.8423385620117,-0.0019669784233,160.666081809,22.257569789886475,0.0,473.516759042,18.98520040512085,33.29690170288086,0.172496908308,2.83065,2600.0,1600,0.0
2.82734,33.412822246551514,0.0223889853805,327.296119745,0.8325648307800293,19.114988565444946,1600,0.191542415175,0.0223889872432,19.065861225128174,2.82953,16.9005,0.0,-1.16415321827e-09,0.0718815007747,16.9768,16.9375,0.995868,156.22745776176453,0.8692963123321533,0.994847,1800.0,0.8376450538635254,98.5,0.08963322639465332,32.8125,0.997027,2300.0,1600,-0.00135878124274,201.625,4056.116965532303,-0.0013587824069,175.013113348,22.29508113861084,0.0,496.23317037,18.94136929512024,33.32506012916565,0.165409926896,2.83185,2600.0,1600,0.0
2.82477,33.227644205093384,0.0195643547922,333.953115862,0.838735818862915,19.01482319831848,1600,0.200050471475,0.0195643529296,18.963714838027954,2.82953,16.8571,0.0,1.04773789644e-09,0.0977867856419,16.9318,16.9375,0.995868,165.63053441047668,0.8603277206420898,0.993568,1700.0,0.8272433280944824,97.4375,0.08942699432373047,34.25,0.995721,2300.0,1600,-0.00185635813978,167.375,4224.635974645615,-0.00185635709204,182.761969512,31.956329822540283,0.0,451.799855439,19.08855175971985,33.45158791542053,0.173836073634,2.82919,2800.0,1600,0.0
2.828,33.246556997299194,0.0189943127334,328.541467845,0.840533971786499,19.11305832862854,1600,0.192579137423,0.0189943127334,19.078007698059082,2.82953,16.9116,0.0,6.98491930962e-10,0.0784023699248,16.8448,16.9375,0.995868,156.48945927619934,0.8623301982879639,0.995114,1700.0,0.8320271968841553,97.9375,0.11442804336547852,35.0,0.993141,2500.0,1600,-0.00281129265204,192.25,4384.020536661148,-0.00281129195355,183.677706867,22.361013174057007,0.0,491.988249352,19.062715768814087,33.544506788253784,0.194181361812,2.82404,2600.0,1600,0.0
2.81556,33.23435378074646,0.0284132733941,324.47779561,0.8317036628723145,19.243779182434082,1600,0.17696643357,0.0284132733941,19.155266523361206,2.82953,16.7026,0.0,2.56113708019e-09,0.0905783897752,16.9209,16.9375,0.995868,164.68442559242249,0.8754174709320068,0.988952,2000.0,0.8426144123077393,102.8125,0.09388089179992676,39.875,0.995375,2000.0,1600,-0.00194296473637,215.1875,4551.545929431915,-0.00194296217524,205.085309993,22.45055389404297,0.0,511.102328153,18.867079734802246,41.77758717536926,0.156353391682,2.82855,2500.0,1600,0.0
2.81882,33.265838384628296,0.0233223438263,337.005140679,0.833843469619751,19.21233606338501,1600,0.212444689329,0.0233223512769,19.186638832092285,2.82953,16.757,0.0,-6.98491930962e-10,0.0856295200945,16.9262,16.9375,0.995868,156.11405277252197,0.8742682933807373,0.990594,1900.0,0.8312225341796875,109.8125,0.1093599796295166,44.25,0.995535,2200.0,1600,-0.00231089326553,189.0625,4710.548055648804,-0.00231089396402,212.260305992,22.306578874588013,0.0,481.974191315,18.98626708984375,33.211464405059814,0.16516146296,2.82886,2700.0,1600,0.0
2.81495,33.79849576950073,0.00957755930722,310.463262722,0.8391399383544922,19.28521990776062,1600,0.176669067795,0.00898373965174,19.202330350875854,2.82953,16.6924,0.0,0.0060170777142,0.0684437410994,16.8938,16.9375,0.995868,156.7396113872528,0.8764615058898926,0.988675,1700.0,0.8344800472259521,87.75,0.09300422668457031,29.25,0.994576,2100.0,1600,-0.00842707790434,179.4375,4870.335283279419,-0.00241000019014,159.826272872,22.36991310119629,0.0,458.4440354,19.08645725250244,33.54753804206848,0.194329668378,2.82695,2400.0,1600,0.0
2.82572,33.531362771987915,0.0286808982491,403.865303776,0.8393926620483398,19.45694589614868,1600,0.183338766867,0.0286808907986,18.99529266357422,2.83804,16.8731,0.0,6.98491930962e-10,0.0794508308211,17.1153,17.0823,1.00032,166.24174571037292,0.8728830814361572,0.99425,1900.0,0.8504335880279541,142.5625,0.10260343551635742,46.5625,1.00126,2400.0,1600,-0.00149487890303,262.75,5039.5340983867645,-0.00149487820454,213.66020592,31.75967764854431,0.0,589.077615854,19.139592170715332,33.30726075172424,0.166832169056,2.83997,2700.0,1600,0.0
