Perplexity,Time,ExplainedVariance,AverageReturn,AveragePolicyStd,MaxReturn,ItrTime,StdReturn,TotalExecTime,NumTrajs,MaxKL,MinReturn,LossAfter,LossBefore,MeanKL,Entropy
15.613,27.26480460166931,0.744259978992,12710.0,0.956152,42000.0,27.264809608459473,14431.0394636,26.8371901512146,20,0.3217,0.0,-0.0325416,-0.0066296,0.0578725,2.7481
15.5098,53.47034764289856,0.824270865415,20085.0,0.952943,45600.0,26.184428453445435,17989.6157547,26.10745596885681,20,0.145402,0.0,-0.0342248,-0.0205762,0.0291552,2.74147
15.3511,80.07365226745605,0.827975911531,24685.0,0.948053,48300.0,26.596171617507935,18143.6290471,26.45168900489807,20,0.0436477,0.0,-0.0142985,-0.00991077,0.0138426,2.73119
15.2752,108.16873931884766,0.814829870249,24690.0,0.945711,46500.0,28.074005842208862,20308.8625974,27.96260166168213,20,0.0448267,0.0,0.00126129,0.00241652,0.00734656,2.72623
15.2937,137.7164351940155,0.86133322619,15465.0,0.946279,47500.0,29.506930351257324,19568.3232547,28.89850616455078,20,0.0710899,0.0,-0.01462,-0.0121997,0.010994,2.72744
15.2007,166.02002930641174,0.79556471398,23010.0,0.943398,48200.0,28.28685164451599,20861.3733968,28.148369073867798,20,0.0480805,0.0,-0.0217412,-0.0182297,0.00726289,2.72134
15.0627,194.0281207561493,0.872954081648,28850.0,0.939116,47200.0,27.99074363708496,19962.1015928,27.605884790420532,20,0.094261,0.0,-0.00324791,0.00315741,0.0100845,2.71222
