Entropy,MinReturn,AverageReturn,AveragePolicyStd,Time,StdReturn,Perplexity,ItrTime,LossAfter,ExplainedVariance,TotalExecTime,LossBefore,MaxReturn,MaxKL,NumTrajs,MeanKL
2.40341,0.0,190.0,0.805297,6.301695108413696,284.429253067,11.0609,6.301700830459595,-0.0902336,0.0685432775298,6.230181455612183,0.0276417,1200.0,19.689,40,0.842295
2.43105,2200.0,4095.0,0.815985,11.025827646255493,828.537868778,11.3709,4.716999530792236,-0.165931,0.754362546267,4.630016326904297,-0.0573896,5800.0,2.16909,40,0.375821
2.40236,0.0,5692.5,0.804371,15.661065101623535,1750.91226222,11.0492,4.632798671722412,-0.0715981,0.715505930988,4.5989158153533936,-0.030443,7800.0,0.934958,40,0.0443871
2.38714,0.0,5757.5,0.798269,20.367143869400024,1829.87533728,10.8823,4.700287103652954,-0.0519731,0.706134027588,4.652128458023071,-0.028078,7700.0,1.17729,40,0.0403849
2.3731,0.0,6082.5,0.792669,25.39383840560913,1489.10837416,10.7306,5.0210418701171875,-0.0589105,0.766643116626,4.9680562019348145,-0.0332,7600.0,1.5683,40,0.0309904
2.3565,0.0,6407.5,0.786096,30.717512369155884,1180.75981893,10.5539,5.318331480026245,-0.0938121,0.841917190807,5.232957363128662,-0.0658724,7700.0,5.36951,40,0.0563194
2.32356,100.0,6632.5,0.77325,35.489579916000366,1282.4561396,10.212,4.768887042999268,-0.0496527,0.847593835684,4.731187582015991,-0.0145641,7900.0,8.5802,40,0.0692478
