LossAfter,MeanKL,Time,ExplainedVariance,Entropy,ItrTime,StdReturn,Perplexity,TotalExecTime,NumTrajs,MaxKL,AverageReturn,LossBefore,MinReturn,AveragePolicyStd,MaxReturn
-0.0,0.0,10.884322881698608,1,2.67957,10.884328842163086,0.0,14.5788,10.816378116607666,20,0.0,0.0,-0.0,0.0,0.92455,0.0
-0.0,0.0,21.526163339614868,1,2.67957,10.637784481048584,0.0,14.5788,10.578571557998657,20,0.0,0.0,-0.0,0.0,0.92455,0.0
-0.0,0.0,32.43224000930786,1,2.67957,10.896976470947266,0.0,14.5788,10.850444793701172,20,0.0,0.0,-0.0,0.0,0.92455,0.0
-0.0,0.0,43.382946491241455,1,2.67957,10.945271015167236,0.0,14.5788,10.906461954116821,20,0.0,0.0,-0.0,0.0,0.92455,0.0
-0.0,0.0,54.29999828338623,1,2.67957,10.913311004638672,0.0,14.5788,10.841161251068115,20,0.0,0.0,-0.0,0.0,0.92455,0.0
-0.0,0.0,64.80899429321289,1,2.67957,10.504424571990967,0.0,14.5788,10.465779066085815,20,0.0,0.0,-0.0,0.0,0.92455,0.0
-0.0,0.0,75.48662233352661,1,2.67957,10.671537160873413,0.0,14.5788,10.62541389465332,20,0.0,0.0,-0.0,0.0,0.92455,0.0
