MeanKL,Perplexity,TotalExecTime,Entropy,LossBefore,LossAfter,ExplainedVariance,AverageReturn,ItrTime,MaxReturn,NumTrajs,Time,AveragePolicyStd,MaxKL,MinReturn,StdReturn
0.0,14.1457,11.995690107345581,2.64941,-0.0,-0.0,1,0.0,12.130913496017456,0.0,20,12.130909204483032,0.917354,0.0,0.0,0.0
0.0,14.1457,11.752492189407349,2.64941,-0.0,-0.0,1,0.0,11.807164907455444,0.0,20,23.942177534103394,0.917354,0.0,0.0,0.0
0.0,14.1457,11.773016691207886,2.64941,-0.0,-0.0,1,0.0,11.860272407531738,0.0,20,35.80824613571167,0.917354,0.0,0.0,0.0
0.0,14.1457,11.417621850967407,2.64941,-0.0,-0.0,1,0.0,11.458766460418701,0.0,20,47.271870136260986,0.917354,0.0,0.0,0.0
0.018567,14.1457,11.855820655822754,2.64941,0.0122624,0.00444461,0.0186216975741,40.0,11.945984125137329,700.0,20,59.22216844558716,0.917354,0.14983,0.0,152.970585408
0.0252178,14.2327,11.525396585464478,2.65554,0.00857097,-0.000514101,0.011852907445,100.0,11.569389343261719,1100.0,20,70.79474830627441,0.919187,0.0669997,0.0,258.843582111
0.0870637,14.2939,11.409059047698975,2.65983,-0.00117545,-0.0266561,0.100252795502,1235.0,11.472829103469849,4000.0,20,82.2765839099884,0.920952,0.216049,0.0,1229.74590871
