AverageReturn,ExplainedVariance,MeanKL,TotalExecTime,LossAfter,StdReturn,ItrTime,MaxReturn,LossBefore,MaxKL,MinReturn,Perplexity,Entropy,Time,NumTrajs,AveragePolicyStd
2190.0,0.527703890289,0.420931,16.06070303916931,-0.0642781,3145.77494427,16.206953763961792,9800.0,0.00846101,3.61145,0.0,14.5788,2.67957,16.206948041915894,20,0.92455
39190.0,0.904954785243,0.148472,16.329805850982666,-0.0706169,2589.18906224,16.41559648513794,42200.0,-0.0339546,0.717542,31900.0,14.7026,2.68803,32.62563681602478,20,0.928673
39370.0,0.968624807957,0.03809,16.709352731704712,-0.0331721,1283.39393796,16.797138690948486,42100.0,-0.0189319,0.339384,36600.0,14.4551,2.67105,49.43622326850891,20,0.921026
42065.0,0.986947559279,0.0504158,17.216883182525635,-0.00930394,617.474695838,17.385666847229004,42900.0,0.00330438,0.766016,40900.0,14.3189,2.66158,66.83475375175476,20,0.916675
41635.0,0.975200697892,0.0659007,16.62037491798401,-0.0478235,996.130011595,16.799926280975342,43000.0,-0.0334737,0.719875,38900.0,14.3426,2.66323,83.64685797691345,20,0.917445
41610.0,0.97078002334,0.134249,17.134374141693115,-0.022891,1000.4498988,17.21792459487915,43000.0,0.000281636,0.913074,38400.0,14.1046,2.6465,100.86840176582336,20,0.909675
41700.0,0.98344167759,0.0495852,16.4833664894104,-0.0275743,636.396103068,16.550272941589355,42900.0,-0.018238,0.685793,40300.0,14.1066,2.64664,117.4348452091217,20,0.909697
